  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.065   0.139   0.002   0.000   0.209   0.070   0.025
   0.025   5.000   0.062   0.137   0.002   0.000   0.209   0.071   0.023
   0.050   5.000   0.059   0.136   0.002   0.000   0.208   0.073   0.021
   0.075   4.000   0.056   0.135   0.002   0.000   0.208   0.076   0.020
   0.100   4.000   0.053   0.135   0.001   0.000   0.208   0.079   0.019
   0.125   4.000   0.051   0.137   0.001   0.000   0.209   0.082   0.019
   0.150   4.000   0.048   0.139   0.001   0.000   0.210   0.086   0.019
   0.175   4.000   0.046   0.142   0.001   0.000   0.212   0.091   0.019
   0.200   4.000   0.043   0.146   0.001   0.000   0.214   0.096   0.020
   0.225   4.000   0.040   0.150   0.000   0.000   0.216   0.100   0.022
   0.250   4.000   0.037   0.155   0.000   0.000   0.218   0.104   0.024
   0.275   4.000   0.033   0.160   0.000   0.000   0.220   0.107   0.026
   0.300   4.000   0.029   0.164   0.000   0.000   0.221   0.108   0.029
   0.325   5.000   0.025   0.168   0.000   0.000   0.223   0.108   0.032
   0.350   5.000   0.022   0.171   0.000   0.000   0.226   0.107   0.034
   0.375   6.000   0.019   0.173   0.000   0.000   0.229   0.106   0.038
   0.400   6.000   0.016   0.175   0.000   0.000   0.233   0.105   0.041
   0.425   6.000   0.014   0.177   0.000   0.000   0.237   0.103   0.044
   0.450   6.000   0.013   0.179   0.000   0.000   0.241   0.102   0.048
   0.475   5.000   0.011   0.180   0.000   0.000   0.246   0.100   0.052
   0.500   5.000   0.009   0.181   0.000   0.000   0.250   0.098   0.056
   0.525   5.000   0.008   0.182   0.000   0.000   0.255   0.096   0.061
   0.550   5.000   0.006   0.182   0.000   0.000   0.259   0.094   0.066
   0.575   5.000   0.005   0.182   0.000   0.000   0.263   0.092   0.070
   0.600   5.000   0.004   0.182   0.000   0.000   0.267   0.090   0.076
   0.625   6.000   0.003   0.180   0.000   0.000   0.271   0.088   0.081
   0.650   6.000   0.003   0.179   0.000   0.000   0.274   0.086   0.087
   0.675   6.000   0.002   0.177   0.000   0.000   0.277   0.084   0.092
   0.700   6.000   0.001   0.175   0.000   0.000   0.280   0.082   0.098
   0.725   6.000   0.001   0.173   0.000   0.000   0.282   0.080   0.104
   0.750   6.000   0.001   0.170   0.000   0.000   0.284   0.077   0.111
   0.775   6.000   0.001   0.168   0.000   0.000   0.286   0.075   0.117
   0.800   6.000   0.000   0.165   0.000   0.000   0.288   0.073   0.124
   0.825   7.000   0.000   0.162   0.001   0.000   0.289   0.070   0.130
   0.850   7.000   0.000   0.159   0.001   0.000   0.290   0.068   0.137
   0.875   7.000   0.000   0.155   0.001   0.000   0.291   0.066   0.144
   0.900   7.000   0.000   0.152   0.001   0.000   0.291   0.064   0.150
   0.925   7.000   0.000   0.149   0.001   0.000   0.292   0.062   0.157
   0.950   8.000   0.000   0.146   0.001   0.000   0.292   0.059   0.164
   0.975   8.000   0.000   0.143   0.002   0.000   0.292   0.058   0.171
   1.000   8.000   0.000   0.140   0.002   0.000   0.292   0.056   0.178
