  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.116   0.112   0.226
   0.025  27.000   0.116   0.112   0.226
   0.050  26.000   0.115   0.112   0.225
   0.075  25.000   0.113   0.111   0.223
   0.100  24.000   0.111   0.110   0.221
   0.125  21.000   0.109   0.109   0.217
   0.150  21.000   0.106   0.107   0.213
   0.175  19.000   0.103   0.105   0.209
   0.200  18.000   0.100   0.103   0.205
   0.225  16.000   0.098   0.102   0.202
   0.250  19.000   0.098   0.103   0.203
   0.275  20.000   0.099   0.104   0.205
   0.300  20.000   0.099   0.106   0.207
   0.325  21.000   0.099   0.106   0.209
   0.350  21.000   0.099   0.107   0.209
   0.375  20.000   0.098   0.106   0.208
   0.400  20.000   0.097   0.106   0.206
   0.425  21.000   0.096   0.105   0.204
   0.450  21.000   0.095   0.103   0.202
   0.475  21.000   0.093   0.102   0.199
   0.500  21.000   0.092   0.100   0.195
   0.525  21.000   0.090   0.098   0.192
   0.550  23.000   0.089   0.097   0.189
   0.575  22.000   0.088   0.095   0.186
   0.600  22.000   0.087   0.093   0.183
   0.625  23.000   0.086   0.092   0.180
   0.650  22.000   0.085   0.091   0.178
   0.675  22.000   0.085   0.089   0.176
   0.700  22.000   0.084   0.088   0.174
   0.725  22.000   0.084   0.087   0.173
   0.750  22.000   0.083   0.087   0.171
   0.775  22.000   0.083   0.086   0.170
   0.800  22.000   0.082   0.085   0.169
   0.825  22.000   0.082   0.085   0.167
   0.850  22.000   0.081   0.084   0.166
   0.875  21.000   0.081   0.083   0.165
   0.900  21.000   0.080   0.083   0.164
   0.925  20.000   0.079   0.082   0.163
   0.950  20.000   0.079   0.082   0.162
   0.975  20.000   0.078   0.081   0.161
   1.000  20.000   0.078   0.081   0.160
