  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.001   0.274   0.154   0.000   0.021   0.095
   0.025   5.000   0.001   0.272   0.158   0.000   0.020   0.095
   0.050   5.000   0.002   0.269   0.162   0.000   0.020   0.094
   0.075   6.000   0.003   0.268   0.168   0.000   0.020   0.094
   0.100   6.000   0.005   0.266   0.174   0.000   0.020   0.094
   0.125   6.000   0.007   0.264   0.180   0.000   0.020   0.094
   0.150   6.000   0.009   0.263   0.188   0.000   0.021   0.094
   0.175   6.000   0.013   0.261   0.195   0.000   0.021   0.093
   0.200   6.000   0.017   0.258   0.203   0.000   0.022   0.091
   0.225   6.000   0.021   0.254   0.210   0.000   0.023   0.089
   0.250   6.000   0.026   0.248   0.214   0.000   0.024   0.084
   0.275   6.000   0.030   0.240   0.219   0.000   0.025   0.078
   0.300   6.000   0.034   0.232   0.224   0.000   0.026   0.071
   0.325   6.000   0.037   0.225   0.231   0.000   0.027   0.065
   0.350   6.000   0.040   0.219   0.240   0.000   0.029   0.058
   0.375   6.000   0.042   0.215   0.249   0.000   0.030   0.051
   0.400   5.000   0.045   0.210   0.259   0.000   0.032   0.044
   0.425   5.000   0.048   0.207   0.270   0.000   0.033   0.038
   0.450   5.000   0.051   0.203   0.280   0.000   0.034   0.032
   0.475   4.000   0.054   0.200   0.291   0.000   0.035   0.026
   0.500   4.000   0.058   0.198   0.301   0.000   0.035   0.021
   0.525   4.000   0.061   0.195   0.310   0.000   0.035   0.017
   0.550   4.000   0.065   0.193   0.319   0.000   0.035   0.013
   0.575   4.000   0.068   0.190   0.327   0.000   0.034   0.011
   0.600   4.000   0.071   0.188   0.334   0.001   0.033   0.011
   0.625   4.000   0.074   0.185   0.340   0.001   0.031   0.011
   0.650   4.000   0.076   0.182   0.344   0.001   0.030   0.013
   0.675   4.000   0.077   0.180   0.348   0.001   0.028   0.017
   0.700   4.000   0.078   0.177   0.350   0.001   0.026   0.021
   0.725   4.000   0.078   0.174   0.352   0.001   0.024   0.026
   0.750   4.000   0.077   0.172   0.353   0.002   0.023   0.032
   0.775   5.000   0.077   0.169   0.354   0.002   0.021   0.038
   0.800   5.000   0.075   0.167   0.354   0.002   0.020   0.045
   0.825   5.000   0.074   0.164   0.354   0.003   0.019   0.053
   0.850   5.000   0.072   0.162   0.354   0.003   0.018   0.060
   0.875   4.000   0.071   0.159   0.353   0.003   0.017   0.068
   0.900   4.000   0.069   0.157   0.352   0.004   0.016   0.076
   0.925   4.000   0.067   0.154   0.351   0.004   0.015   0.085
   0.950   4.000   0.064   0.152   0.349   0.004   0.014   0.093
   0.975   5.000   0.062   0.150   0.348   0.005   0.013   0.102
   1.000   6.000   0.060   0.147   0.346   0.005   0.013   0.110
