TEXTURE AT STRAIN =    1.0000
   1.446   1.555   0.439  <-- length of phase ellipsoid axes
  145.73    1.41 -120.70  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
  121.22   92.89 -148.53   0.0016500
