  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.049   0.000   0.202   0.224   0.000   0.028
   0.025   6.000   0.046   0.000   0.200   0.218   0.000   0.031
   0.050   6.000   0.043   0.000   0.199   0.212   0.000   0.035
   0.075   6.000   0.040   0.000   0.201   0.207   0.000   0.040
   0.100   6.000   0.037   0.000   0.204   0.203   0.000   0.045
   0.125   6.000   0.034   0.000   0.207   0.199   0.000   0.051
   0.150   6.000   0.030   0.000   0.208   0.194   0.000   0.057
   0.175   6.000   0.026   0.000   0.207   0.189   0.000   0.062
   0.200   6.000   0.024   0.000   0.206   0.185   0.000   0.068
   0.225   6.000   0.023   0.000   0.205   0.182   0.000   0.073
   0.250   6.000   0.022   0.000   0.205   0.180   0.000   0.079
   0.275   6.000   0.022   0.000   0.206   0.180   0.000   0.086
   0.300   6.000   0.021   0.000   0.206   0.180   0.000   0.093
   0.325   6.000   0.021   0.000   0.207   0.181   0.000   0.100
   0.350   6.000   0.021   0.000   0.207   0.182   0.000   0.108
   0.375   6.000   0.020   0.000   0.207   0.184   0.000   0.116
   0.400   6.000   0.020   0.000   0.207   0.186   0.000   0.125
   0.425   6.000   0.019   0.000   0.207   0.188   0.000   0.133
   0.450   6.000   0.019   0.000   0.206   0.190   0.000   0.142
   0.475   6.000   0.018   0.000   0.205   0.193   0.000   0.151
   0.500   6.000   0.017   0.000   0.204   0.195   0.000   0.161
   0.525   6.000   0.016   0.000   0.203   0.197   0.000   0.170
   0.550   6.000   0.016   0.000   0.201   0.199   0.000   0.179
   0.575   6.000   0.015   0.000   0.199   0.200   0.000   0.188
   0.600   6.000   0.014   0.000   0.197   0.202   0.000   0.197
   0.625   6.000   0.013   0.000   0.195   0.203   0.000   0.206
   0.650   7.000   0.012   0.000   0.193   0.205   0.000   0.215
   0.675   8.000   0.012   0.000   0.190   0.206   0.000   0.223
   0.700   9.000   0.011   0.000   0.188   0.207   0.000   0.232
   0.725   9.000   0.010   0.000   0.185   0.207   0.000   0.240
   0.750   8.000   0.010   0.000   0.182   0.208   0.000   0.248
   0.775   8.000   0.009   0.000   0.180   0.208   0.000   0.255
   0.800   8.000   0.009   0.000   0.177   0.209   0.000   0.263
   0.825   9.000   0.008   0.000   0.175   0.209   0.000   0.270
   0.850   9.000   0.008   0.000   0.173   0.209   0.000   0.277
   0.875   9.000   0.008   0.000   0.170   0.209   0.000   0.283
   0.900   9.000   0.007   0.000   0.168   0.209   0.000   0.290
   0.925   9.000   0.007   0.000   0.166   0.209   0.000   0.296
   0.950   9.000   0.007   0.000   0.163   0.208   0.000   0.300
   0.975   9.000   0.006   0.000   0.160   0.206   0.000   0.304
   1.000   9.000   0.006   0.000   0.158   0.205   0.000   0.307
