  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.025   0.000   0.093   0.101   0.238   0.000   0.051
   0.025   6.000   0.022   0.000   0.091   0.102   0.231   0.000   0.057
   0.050   6.000   0.020   0.000   0.089   0.104   0.225   0.000   0.064
   0.075   6.000   0.016   0.000   0.087   0.105   0.218   0.000   0.070
   0.100   6.000   0.013   0.000   0.082   0.105   0.211   0.000   0.075
   0.125   6.000   0.011   0.000   0.077   0.106   0.203   0.000   0.080
   0.150   6.000   0.010   0.000   0.073   0.107   0.197   0.000   0.085
   0.175   6.000   0.010   0.000   0.070   0.108   0.192   0.000   0.090
   0.200   6.000   0.009   0.000   0.068   0.109   0.189   0.000   0.096
   0.225   5.000   0.009   0.000   0.067   0.110   0.187   0.000   0.103
   0.250   5.000   0.009   0.000   0.066   0.110   0.186   0.000   0.110
   0.275   5.000   0.009   0.000   0.066   0.110   0.186   0.000   0.117
   0.300   5.000   0.009   0.000   0.066   0.110   0.187   0.000   0.125
   0.325   5.000   0.009   0.000   0.066   0.110   0.188   0.000   0.133
   0.350   5.000   0.009   0.000   0.066   0.110   0.189   0.000   0.142
   0.375   5.000   0.008   0.000   0.066   0.109   0.191   0.000   0.150
   0.400   5.000   0.008   0.000   0.066   0.109   0.192   0.000   0.159
   0.425   5.000   0.008   0.000   0.066   0.108   0.194   0.000   0.168
   0.450   5.000   0.008   0.000   0.066   0.108   0.196   0.000   0.177
   0.475   7.000   0.007   0.000   0.066   0.107   0.197   0.000   0.186
   0.500   7.000   0.007   0.000   0.066   0.106   0.199   0.000   0.195
   0.525   7.000   0.007   0.000   0.065   0.106   0.201   0.000   0.204
   0.550   7.000   0.007   0.000   0.064   0.105   0.202   0.000   0.213
   0.575   8.000   0.006   0.000   0.064   0.104   0.203   0.000   0.222
   0.600   8.000   0.006   0.000   0.063   0.104   0.205   0.000   0.230
   0.625   8.000   0.006   0.000   0.062   0.103   0.205   0.000   0.239
   0.650   8.000   0.006   0.000   0.061   0.103   0.206   0.000   0.247
   0.675   8.000   0.005   0.000   0.060   0.102   0.207   0.000   0.255
   0.700   8.000   0.005   0.000   0.058   0.101   0.207   0.000   0.262
   0.725   8.000   0.005   0.000   0.057   0.101   0.208   0.000   0.270
   0.750   9.000   0.005   0.000   0.056   0.100   0.208   0.000   0.277
   0.775   9.000   0.005   0.000   0.055   0.100   0.208   0.000   0.284
   0.800   9.000   0.004   0.000   0.054   0.100   0.208   0.000   0.291
   0.825   9.000   0.004   0.000   0.052   0.099   0.208   0.000   0.297
   0.850   9.000   0.004   0.000   0.051   0.099   0.208   0.000   0.303
   0.875   9.000   0.004   0.000   0.050   0.099   0.208   0.000   0.309
   0.900   9.000   0.004   0.000   0.049   0.098   0.207   0.000   0.315
   0.925   9.000   0.004   0.000   0.048   0.098   0.207   0.000   0.320
   0.950   9.000   0.004   0.000   0.047   0.098   0.206   0.000   0.323
   0.975   9.000   0.004   0.000   0.045   0.097   0.204   0.000   0.326
   1.000   9.000   0.004   0.000   0.044   0.097   0.203   0.000   0.328
