  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   3.000   0.000   0.211   0.003   0.295   0.000   0.079   0.016
   0.025   3.000   0.000   0.205   0.002   0.293   0.000   0.075   0.018
   0.050   3.000   0.000   0.198   0.001   0.292   0.000   0.072   0.020
   0.075   3.000   0.000   0.193   0.001   0.290   0.000   0.069   0.022
   0.100   3.000   0.000   0.188   0.000   0.288   0.000   0.066   0.025
   0.125   3.000   0.001   0.184   0.000   0.287   0.000   0.064   0.029
   0.150   3.000   0.001   0.181   0.000   0.286   0.000   0.063   0.032
   0.175   3.000   0.001   0.179   0.000   0.285   0.000   0.062   0.037
   0.200   3.000   0.001   0.177   0.000   0.286   0.000   0.061   0.041
   0.225   4.000   0.002   0.176   0.000   0.286   0.000   0.060   0.047
   0.250   4.000   0.002   0.175   0.000   0.287   0.000   0.060   0.053
   0.275   6.000   0.003   0.174   0.000   0.289   0.000   0.059   0.060
   0.300   6.000   0.003   0.174   0.000   0.291   0.000   0.059   0.068
   0.325   6.000   0.004   0.173   0.000   0.292   0.000   0.058   0.076
   0.350   6.000   0.004   0.172   0.000   0.294   0.000   0.058   0.085
   0.375   6.000   0.005   0.171   0.000   0.296   0.000   0.057   0.094
   0.400   6.000   0.005   0.170   0.000   0.297   0.000   0.056   0.104
   0.425   6.000   0.006   0.169   0.000   0.299   0.000   0.055   0.114
   0.450   7.000   0.006   0.168   0.000   0.300   0.000   0.054   0.124
   0.475   7.000   0.006   0.166   0.000   0.301   0.000   0.053   0.134
   0.500   7.000   0.007   0.165   0.000   0.302   0.000   0.051   0.145
   0.525   7.000   0.007   0.163   0.000   0.302   0.000   0.050   0.155
   0.550   7.000   0.007   0.161   0.000   0.303   0.000   0.048   0.166
   0.575   7.000   0.007   0.159   0.000   0.303   0.000   0.047   0.176
   0.600   7.000   0.007   0.157   0.000   0.303   0.000   0.046   0.186
   0.625   8.000   0.007   0.155   0.000   0.302   0.000   0.044   0.196
   0.650   9.000   0.007   0.154   0.000   0.302   0.000   0.043   0.206
   0.675   9.000   0.007   0.152   0.000   0.301   0.000   0.042   0.216
   0.700   9.000   0.007   0.150   0.000   0.300   0.000   0.040   0.225
   0.725   9.000   0.007   0.148   0.000   0.299   0.000   0.039   0.234
   0.750   9.000   0.007   0.146   0.000   0.299   0.000   0.038   0.242
   0.775   9.000   0.007   0.144   0.000   0.297   0.000   0.037   0.251
   0.800   9.000   0.007   0.142   0.000   0.296   0.000   0.036   0.259
   0.825   9.000   0.007   0.141   0.000   0.295   0.000   0.035   0.267
   0.850   9.000   0.007   0.139   0.000   0.294   0.000   0.034   0.274
   0.875   9.000   0.007   0.137   0.000   0.293   0.000   0.033   0.281
   0.900   9.000   0.007   0.136   0.000   0.292   0.000   0.032   0.288
   0.925   9.000   0.007   0.134   0.000   0.291   0.000   0.032   0.295
   0.950   9.000   0.007   0.133   0.000   0.289   0.000   0.031   0.301
   0.975   9.000   0.007   0.131   0.000   0.288   0.000   0.030   0.305
   1.000   9.000   0.007   0.129   0.000   0.286   0.000   0.030   0.309
