  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.004   0.021   0.263   0.000   0.002   0.197
   0.025   6.000   0.005   0.017   0.265   0.000   0.001   0.197
   0.050   5.000   0.006   0.013   0.266   0.000   0.001   0.196
   0.075   5.000   0.007   0.009   0.266   0.000   0.001   0.196
   0.100   5.000   0.008   0.006   0.266   0.000   0.001   0.197
   0.125   6.000   0.010   0.004   0.265   0.000   0.001   0.198
   0.150   6.000   0.012   0.003   0.265   0.000   0.001   0.200
   0.175   7.000   0.014   0.002   0.264   0.000   0.001   0.203
   0.200   7.000   0.016   0.001   0.262   0.000   0.001   0.207
   0.225   7.000   0.019   0.001   0.261   0.000   0.000   0.212
   0.250   7.000   0.022   0.000   0.260   0.000   0.000   0.216
   0.275   7.000   0.025   0.000   0.258   0.000   0.000   0.222
   0.300   7.000   0.028   0.000   0.257   0.000   0.000   0.227
   0.325   7.000   0.031   0.000   0.255   0.000   0.000   0.233
   0.350   7.000   0.035   0.000   0.253   0.000   0.000   0.239
   0.375   7.000   0.039   0.000   0.252   0.000   0.000   0.245
   0.400   7.000   0.043   0.000   0.250   0.000   0.000   0.251
   0.425   7.000   0.047   0.000   0.248   0.000   0.000   0.256
   0.450   8.000   0.051   0.000   0.247   0.000   0.000   0.262
   0.475   8.000   0.055   0.000   0.245   0.000   0.000   0.268
   0.500   8.000   0.060   0.000   0.243   0.000   0.000   0.273
   0.525   8.000   0.064   0.000   0.241   0.000   0.000   0.278
   0.550   8.000   0.068   0.000   0.240   0.000   0.000   0.283
   0.575   8.000   0.073   0.000   0.238   0.000   0.000   0.288
   0.600   8.000   0.077   0.000   0.236   0.000   0.000   0.292
   0.625   8.000   0.081   0.000   0.234   0.000   0.000   0.297
   0.650   7.000   0.086   0.000   0.233   0.000   0.000   0.301
   0.675   7.000   0.090   0.000   0.231   0.000   0.000   0.305
   0.700   7.000   0.094   0.000   0.229   0.000   0.000   0.308
   0.725   7.000   0.098   0.000   0.228   0.000   0.000   0.312
   0.750   7.000   0.101   0.000   0.226   0.000   0.000   0.315
   0.775   7.000   0.105   0.000   0.225   0.000   0.000   0.318
   0.800   7.000   0.108   0.000   0.223   0.000   0.000   0.321
   0.825   7.000   0.112   0.000   0.222   0.000   0.000   0.324
   0.850   7.000   0.115   0.000   0.220   0.000   0.000   0.327
   0.875   7.000   0.118   0.000   0.219   0.000   0.000   0.329
   0.900   7.000   0.121   0.000   0.218   0.000   0.000   0.332
   0.925   7.000   0.124   0.000   0.216   0.000   0.000   0.334
   0.950   7.000   0.127   0.000   0.215   0.000   0.000   0.336
   0.975   7.000   0.129   0.000   0.214   0.000   0.000   0.338
   1.000   7.000   0.132   0.000   0.213   0.000   0.000   0.340
