  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.117   0.123   0.242
   0.025  21.000   0.119   0.124   0.245
   0.050  22.000   0.121   0.125   0.247
   0.075  22.000   0.122   0.125   0.248
   0.100  22.000   0.122   0.124   0.246
   0.125  22.000   0.122   0.122   0.244
   0.150  22.000   0.121   0.120   0.241
   0.175  21.000   0.119   0.118   0.237
   0.200  21.000   0.117   0.116   0.233
   0.225  22.000   0.114   0.114   0.229
   0.250  24.000   0.111   0.112   0.224
   0.275  27.000   0.108   0.110   0.219
   0.300  27.000   0.105   0.108   0.214
   0.325  26.000   0.102   0.106   0.209
   0.350  26.000   0.098   0.103   0.203
   0.375  26.000   0.095   0.100   0.197
   0.400  26.000   0.092   0.097   0.192
   0.425  27.000   0.089   0.095   0.186
   0.450  27.000   0.086   0.092   0.181
   0.475  27.000   0.084   0.090   0.176
   0.500  27.000   0.081   0.087   0.171
   0.525  27.000   0.079   0.085   0.166
   0.550  27.000   0.077   0.083   0.162
   0.575  27.000   0.075   0.081   0.158
   0.600  28.000   0.073   0.079   0.154
   0.625  28.000   0.072   0.077   0.151
   0.650  29.000   0.070   0.075   0.147
   0.675  29.000   0.069   0.074   0.144
   0.700  29.000   0.067   0.072   0.141
   0.725  29.000   0.066   0.071   0.139
   0.750  28.000   0.065   0.069   0.136
   0.775  28.000   0.064   0.068   0.134
   0.800  28.000   0.063   0.067   0.132
   0.825  28.000   0.062   0.066   0.130
   0.850  28.000   0.061   0.065   0.128
   0.875  28.000   0.060   0.064   0.126
   0.900  28.000   0.059   0.063   0.124
   0.925  29.000   0.058   0.062   0.122
   0.950  29.000   0.058   0.062   0.121
   0.975  29.000   0.057   0.062   0.121
   1.000  29.000   0.057   0.062   0.121
