  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.100   0.101   0.202
   0.025  28.000   0.102   0.104   0.206
   0.050  28.000   0.103   0.107   0.212
   0.075  28.000   0.105   0.110   0.217
   0.100  28.000   0.106   0.112   0.221
   0.125  28.000   0.106   0.114   0.223
   0.150  29.000   0.106   0.114   0.223
   0.175  28.000   0.105   0.113   0.222
   0.200  29.000   0.104   0.112   0.220
   0.225  29.000   0.102   0.111   0.216
   0.250  29.000   0.100   0.108   0.212
   0.275  29.000   0.098   0.106   0.207
   0.300  30.000   0.095   0.103   0.202
   0.325  30.000   0.093   0.100   0.197
   0.350  28.000   0.091   0.098   0.191
   0.375  27.000   0.088   0.095   0.186
   0.400  27.000   0.086   0.092   0.181
   0.425  27.000   0.084   0.089   0.176
   0.450  27.000   0.082   0.087   0.171
   0.475  28.000   0.081   0.085   0.167
   0.500  28.000   0.079   0.083   0.163
   0.525  28.000   0.077   0.081   0.159
   0.550  26.000   0.076   0.079   0.156
   0.575  26.000   0.075   0.077   0.153
   0.600  27.000   0.074   0.076   0.150
   0.625  28.000   0.073   0.074   0.148
   0.650  28.000   0.071   0.073   0.145
   0.675  28.000   0.070   0.072   0.143
   0.700  28.000   0.069   0.071   0.141
   0.725  28.000   0.068   0.070   0.139
   0.750  28.000   0.067   0.069   0.137
   0.775  28.000   0.066   0.068   0.135
   0.800  28.000   0.066   0.067   0.133
   0.825  28.000   0.065   0.066   0.131
   0.850  28.000   0.064   0.065   0.129
   0.875  27.000   0.063   0.064   0.128
   0.900  27.000   0.062   0.063   0.126
   0.925  27.000   0.062   0.063   0.125
   0.950  26.000   0.061   0.062   0.123
   0.975  27.000   0.061   0.062   0.123
   1.000  27.000   0.061   0.062   0.123
