  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.072   0.061   0.008   0.173   0.121   0.036
   0.025   7.000   0.069   0.060   0.008   0.167   0.120   0.039
   0.050   7.000   0.066   0.060   0.007   0.160   0.120   0.042
   0.075   7.000   0.064   0.061   0.007   0.154   0.122   0.046
   0.100   7.000   0.062   0.062   0.006   0.149   0.125   0.051
   0.125   7.000   0.059   0.064   0.005   0.144   0.129   0.056
   0.150   7.000   0.056   0.065   0.005   0.139   0.133   0.061
   0.175   7.000   0.052   0.066   0.004   0.134   0.136   0.066
   0.200   7.000   0.050   0.065   0.004   0.130   0.139   0.071
   0.225   7.000   0.048   0.064   0.004   0.127   0.141   0.077
   0.250   7.000   0.048   0.064   0.004   0.125   0.144   0.082
   0.275   7.000   0.048   0.063   0.004   0.125   0.146   0.089
   0.300   7.000   0.048   0.064   0.004   0.125   0.148   0.096
   0.325   7.000   0.049   0.064   0.004   0.126   0.150   0.103
   0.350   7.000   0.049   0.065   0.004   0.128   0.151   0.110
   0.375   7.000   0.049   0.066   0.004   0.130   0.152   0.118
   0.400   7.000   0.050   0.067   0.004   0.132   0.153   0.127
   0.425   7.000   0.050   0.068   0.004   0.134   0.153   0.135
   0.450   7.000   0.049   0.070   0.004   0.137   0.154   0.143
   0.475   7.000   0.049   0.071   0.003   0.140   0.154   0.152
   0.500   7.000   0.048   0.072   0.003   0.142   0.153   0.160
   0.525   7.000   0.047   0.072   0.003   0.145   0.153   0.169
   0.550   7.000   0.046   0.073   0.003   0.147   0.152   0.177
   0.575   7.000   0.045   0.074   0.003   0.150   0.151   0.185
   0.600   7.000   0.044   0.075   0.002   0.152   0.150   0.193
   0.625   7.000   0.042   0.076   0.002   0.155   0.149   0.201
   0.650   7.000   0.041   0.076   0.002   0.157   0.148   0.208
   0.675   7.000   0.039   0.077   0.002   0.160   0.146   0.215
   0.700   7.000   0.038   0.077   0.002   0.162   0.145   0.222
   0.725   7.000   0.036   0.078   0.001   0.164   0.143   0.229
   0.750   7.000   0.034   0.078   0.001   0.166   0.142   0.235
   0.775   7.000   0.033   0.078   0.001   0.169   0.140   0.241
   0.800   7.000   0.031   0.079   0.001   0.171   0.138   0.247
   0.825   8.000   0.030   0.079   0.001   0.173   0.136   0.252
   0.850   8.000   0.028   0.079   0.001   0.175   0.135   0.258
   0.875   8.000   0.027   0.080   0.001   0.177   0.133   0.262
   0.900   8.000   0.025   0.080   0.001   0.178   0.130   0.265
   0.925   8.000   0.024   0.080   0.000   0.179   0.128   0.267
   0.950   9.000   0.022   0.080   0.000   0.180   0.126   0.269
   0.975  10.000   0.021   0.080   0.000   0.181   0.124   0.271
   1.000  10.000   0.020   0.080   0.000   0.182   0.121   0.273
