  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.121   0.116   0.235
   0.025  29.000   0.123   0.117   0.237
   0.050  29.000   0.124   0.117   0.238
   0.075  29.000   0.124   0.117   0.238
   0.100  29.000   0.124   0.116   0.236
   0.125  28.000   0.123   0.115   0.234
   0.150  27.000   0.121   0.113   0.230
   0.175  26.000   0.118   0.111   0.226
   0.200  26.000   0.115   0.108   0.220
   0.225  25.000   0.111   0.106   0.214
   0.250  26.000   0.107   0.103   0.208
   0.275  24.000   0.104   0.100   0.202
   0.300  23.000   0.100   0.097   0.196
   0.325  23.000   0.097   0.095   0.191
   0.350  23.000   0.094   0.093   0.186
   0.375  23.000   0.092   0.090   0.182
   0.400  23.000   0.090   0.089   0.178
   0.425  24.000   0.089   0.087   0.175
   0.450  27.000   0.089   0.086   0.173
   0.475  28.000   0.089   0.085   0.172
   0.500  29.000   0.089   0.084   0.171
   0.525  30.000   0.089   0.084   0.171
   0.550  29.000   0.089   0.083   0.170
   0.575  28.000   0.089   0.083   0.169
   0.600  27.000   0.089   0.082   0.168
   0.625  27.000   0.088   0.081   0.167
   0.650  28.000   0.088   0.081   0.166
   0.675  29.000   0.087   0.080   0.164
   0.700  28.000   0.086   0.080   0.163
   0.725  29.000   0.085   0.079   0.162
   0.750  28.000   0.083   0.079   0.160
   0.775  27.000   0.082   0.078   0.159
   0.800  27.000   0.081   0.078   0.158
   0.825  25.000   0.079   0.078   0.157
   0.850  23.000   0.078   0.078   0.156
   0.875  24.000   0.077   0.078   0.156
   0.900  23.000   0.077   0.078   0.155
   0.925  20.000   0.077   0.078   0.156
   0.950  21.000   0.078   0.080   0.158
   0.975  21.000   0.079   0.081   0.161
   1.000  22.000   0.080   0.083   0.165
