  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.119   0.117   0.235
   0.025  24.000   0.119   0.118   0.236
   0.050  23.000   0.118   0.118   0.235
   0.075  23.000   0.117   0.117   0.234
   0.100  25.000   0.115   0.116   0.232
   0.125  26.000   0.114   0.115   0.230
   0.150  26.000   0.112   0.115   0.228
   0.175  25.000   0.110   0.114   0.225
   0.200  26.000   0.107   0.112   0.221
   0.225  27.000   0.104   0.110   0.216
   0.250  27.000   0.101   0.107   0.211
   0.275  27.000   0.098   0.104   0.205
   0.300  26.000   0.095   0.101   0.199
   0.325  26.000   0.092   0.098   0.192
   0.350  27.000   0.089   0.095   0.186
   0.375  27.000   0.086   0.092   0.180
   0.400  28.000   0.083   0.089   0.174
   0.425  28.000   0.080   0.086   0.169
   0.450  28.000   0.078   0.084   0.164
   0.475  28.000   0.076   0.081   0.159
   0.500  29.000   0.074   0.079   0.154
   0.525  29.000   0.072   0.076   0.150
   0.550  29.000   0.070   0.074   0.146
   0.575  30.000   0.068   0.072   0.142
   0.600  29.000   0.067   0.071   0.139
   0.625  29.000   0.065   0.069   0.136
   0.650  29.000   0.064   0.067   0.133
   0.675  29.000   0.063   0.066   0.130
   0.700  28.000   0.062   0.065   0.128
   0.725  27.000   0.061   0.063   0.125
   0.750  27.000   0.060   0.062   0.123
   0.775  28.000   0.059   0.061   0.121
   0.800  28.000   0.058   0.060   0.119
   0.825  28.000   0.058   0.059   0.118
   0.850  28.000   0.057   0.058   0.116
   0.875  28.000   0.056   0.058   0.114
   0.900  28.000   0.056   0.057   0.113
   0.925  28.000   0.055   0.056   0.111
   0.950  28.000   0.055   0.056   0.111
   0.975  28.000   0.054   0.055   0.110
   1.000  28.000   0.054   0.055   0.109
