  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.000   0.002   0.112   0.001   0.169   0.240
   0.025  10.000   0.000   0.002   0.108   0.001   0.165   0.240
   0.050  10.000   0.000   0.002   0.106   0.001   0.162   0.240
   0.075  10.000   0.000   0.002   0.104   0.001   0.158   0.242
   0.100  10.000   0.000   0.003   0.103   0.001   0.156   0.243
   0.125  10.000   0.000   0.003   0.103   0.001   0.154   0.246
   0.150  10.000   0.000   0.004   0.103   0.001   0.152   0.249
   0.175  10.000   0.000   0.004   0.104   0.001   0.151   0.252
   0.200  10.000   0.000   0.005   0.105   0.001   0.151   0.257
   0.225  10.000   0.000   0.005   0.106   0.001   0.151   0.264
   0.250  10.000   0.000   0.005   0.107   0.001   0.152   0.272
   0.275  10.000   0.000   0.005   0.109   0.001   0.154   0.280
   0.300  10.000   0.000   0.005   0.110   0.001   0.156   0.290
   0.325  10.000   0.000   0.005   0.111   0.001   0.158   0.300
   0.350  10.000   0.000   0.005   0.113   0.001   0.161   0.311
   0.375  10.000   0.000   0.004   0.113   0.001   0.163   0.321
   0.400  10.000   0.000   0.004   0.114   0.001   0.166   0.331
   0.425  10.000   0.000   0.004   0.114   0.001   0.169   0.340
   0.450  10.000   0.001   0.003   0.115   0.002   0.171   0.350
   0.475  10.000   0.001   0.003   0.115   0.002   0.174   0.359
   0.500  10.000   0.001   0.002   0.114   0.002   0.177   0.367
   0.525  10.000   0.001   0.002   0.114   0.002   0.179   0.375
   0.550  10.000   0.001   0.002   0.113   0.002   0.181   0.382
   0.575  11.000   0.001   0.001   0.113   0.002   0.184   0.389
   0.600  11.000   0.001   0.001   0.112   0.002   0.186   0.395
   0.625  11.000   0.001   0.001   0.111   0.003   0.188   0.401
   0.650  11.000   0.001   0.001   0.110   0.003   0.190   0.407
   0.675  11.000   0.002   0.001   0.109   0.003   0.192   0.412
   0.700  11.000   0.002   0.000   0.108   0.003   0.193   0.416
   0.725  11.000   0.002   0.000   0.107   0.003   0.195   0.421
   0.750  11.000   0.002   0.000   0.105   0.004   0.197   0.425
   0.775  11.000   0.003   0.000   0.104   0.004   0.198   0.429
   0.800  11.000   0.003   0.000   0.103   0.004   0.200   0.432
   0.825  11.000   0.003   0.000   0.102   0.004   0.201   0.435
   0.850  11.000   0.003   0.000   0.100   0.004   0.202   0.438
   0.875  11.000   0.004   0.000   0.099   0.005   0.204   0.441
   0.900  11.000   0.004   0.000   0.098   0.005   0.205   0.444
   0.925  11.000   0.004   0.000   0.096   0.005   0.206   0.447
   0.950  11.000   0.005   0.000   0.095   0.006   0.207   0.447
   0.975  11.000   0.005   0.000   0.093   0.006   0.207   0.448
   1.000  11.000   0.005   0.000   0.092   0.006   0.208   0.448
