  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.122   0.129   0.254
   0.025  20.000   0.124   0.131   0.259
   0.050  22.000   0.125   0.134   0.262
   0.075  22.000   0.126   0.135   0.265
   0.100  22.000   0.126   0.136   0.266
   0.125  21.000   0.126   0.136   0.266
   0.150  21.000   0.125   0.135   0.264
   0.175  20.000   0.124   0.134   0.262
   0.200  20.000   0.122   0.132   0.258
   0.225  20.000   0.120   0.130   0.254
   0.250  21.000   0.118   0.127   0.249
   0.275  20.000   0.115   0.124   0.243
   0.300  20.000   0.112   0.120   0.235
   0.325  19.000   0.109   0.116   0.228
   0.350  17.000   0.107   0.114   0.224
   0.375  19.000   0.108   0.114   0.225
   0.400  20.000   0.109   0.115   0.227
   0.425  21.000   0.109   0.115   0.227
   0.450  21.000   0.108   0.115   0.226
   0.475  21.000   0.106   0.114   0.223
   0.500  21.000   0.104   0.112   0.220
   0.525  22.000   0.102   0.110   0.216
   0.550  21.000   0.100   0.108   0.211
   0.575  20.000   0.098   0.106   0.207
   0.600  21.000   0.095   0.103   0.202
   0.625  21.000   0.093   0.101   0.198
   0.650  22.000   0.091   0.099   0.193
   0.675  22.000   0.089   0.097   0.189
   0.700  22.000   0.088   0.095   0.186
   0.725  22.000   0.086   0.093   0.182
   0.750  22.000   0.084   0.092   0.179
   0.775  23.000   0.083   0.090   0.176
   0.800  23.000   0.082   0.089   0.173
   0.825  23.000   0.081   0.087   0.171
   0.850  23.000   0.080   0.086   0.168
   0.875  23.000   0.079   0.085   0.166
   0.900  23.000   0.078   0.084   0.164
   0.925  23.000   0.078   0.084   0.164
   0.950  21.000   0.078   0.084   0.164
   0.975  21.000   0.078   0.084   0.164
   1.000  21.000   0.078   0.084   0.164
