  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.061   0.000   0.240   0.061   0.000   0.137
   0.025   5.000   0.057   0.000   0.244   0.057   0.000   0.144
   0.050   5.000   0.053   0.000   0.249   0.052   0.000   0.153
   0.075   5.000   0.049   0.000   0.253   0.047   0.000   0.163
   0.100   5.000   0.044   0.000   0.254   0.042   0.000   0.170
   0.125   5.000   0.039   0.000   0.254   0.038   0.000   0.175
   0.150   5.000   0.034   0.000   0.255   0.034   0.000   0.180
   0.175   5.000   0.029   0.000   0.256   0.032   0.000   0.184
   0.200   5.000   0.024   0.000   0.258   0.031   0.000   0.190
   0.225   6.000   0.020   0.001   0.261   0.029   0.000   0.196
   0.250   6.000   0.016   0.001   0.264   0.028   0.000   0.202
   0.275   5.000   0.013   0.002   0.266   0.027   0.000   0.209
   0.300   5.000   0.011   0.004   0.268   0.025   0.000   0.216
   0.325   6.000   0.008   0.006   0.270   0.024   0.000   0.223
   0.350   6.000   0.007   0.010   0.271   0.022   0.000   0.231
   0.375   7.000   0.005   0.014   0.271   0.020   0.000   0.238
   0.400   7.000   0.004   0.019   0.270   0.018   0.000   0.245
   0.425   7.000   0.004   0.025   0.269   0.016   0.000   0.252
   0.450   7.000   0.003   0.031   0.267   0.014   0.000   0.259
   0.475   6.000   0.002   0.038   0.265   0.012   0.000   0.265
   0.500   6.000   0.002   0.045   0.262   0.010   0.000   0.271
   0.525   6.000   0.002   0.053   0.259   0.008   0.000   0.277
   0.550   6.000   0.001   0.060   0.256   0.007   0.000   0.283
   0.575   6.000   0.001   0.068   0.252   0.005   0.000   0.288
   0.600   6.000   0.001   0.075   0.248   0.004   0.000   0.293
   0.625   6.000   0.001   0.082   0.244   0.003   0.000   0.297
   0.650   7.000   0.001   0.089   0.241   0.002   0.000   0.301
   0.675   8.000   0.001   0.096   0.237   0.002   0.000   0.305
   0.700   8.000   0.001   0.103   0.233   0.001   0.000   0.309
   0.725   8.000   0.001   0.109   0.229   0.001   0.000   0.312
   0.750   8.000   0.000   0.115   0.226   0.001   0.000   0.315
   0.775   8.000   0.000   0.121   0.222   0.000   0.000   0.318
   0.800   8.000   0.000   0.126   0.219   0.000   0.000   0.321
   0.825   9.000   0.000   0.131   0.216   0.000   0.000   0.324
   0.850   9.000   0.000   0.136   0.213   0.000   0.000   0.326
   0.875   9.000   0.000   0.141   0.211   0.000   0.000   0.329
   0.900   9.000   0.000   0.145   0.208   0.000   0.000   0.331
   0.925   9.000   0.000   0.149   0.206   0.000   0.000   0.333
   0.950   9.000   0.000   0.153   0.204   0.000   0.000   0.335
   0.975   9.000   0.000   0.156   0.202   0.000   0.000   0.337
   1.000   9.000   0.000   0.159   0.200   0.000   0.000   0.339
