  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.132   0.133   0.265
   0.025  21.000   0.132   0.133   0.266
   0.050  19.000   0.131   0.134   0.267
   0.075  21.000   0.131   0.136   0.269
   0.100  21.000   0.131   0.138   0.272
   0.125  20.000   0.131   0.140   0.275
   0.150  21.000   0.130   0.141   0.276
   0.175  20.000   0.130   0.141   0.276
   0.200  20.000   0.129   0.140   0.274
   0.225  21.000   0.128   0.139   0.271
   0.250  21.000   0.126   0.137   0.267
   0.275  22.000   0.124   0.135   0.263
   0.300  22.000   0.121   0.132   0.258
   0.325  22.000   0.119   0.129   0.252
   0.350  22.000   0.116   0.126   0.246
   0.375  22.000   0.113   0.123   0.240
   0.400  23.000   0.110   0.120   0.234
   0.425  23.000   0.108   0.116   0.228
   0.450  22.000   0.105   0.113   0.222
   0.475  21.000   0.102   0.110   0.216
   0.500  21.000   0.100   0.108   0.211
   0.525  21.000   0.097   0.105   0.205
   0.550  21.000   0.095   0.102   0.200
   0.575  21.000   0.093   0.100   0.196
   0.600  21.000   0.091   0.098   0.192
   0.625  21.000   0.089   0.095   0.187
   0.650  21.000   0.088   0.094   0.184
   0.675  21.000   0.086   0.092   0.180
   0.700  21.000   0.085   0.090   0.177
   0.725  21.000   0.083   0.088   0.174
   0.750  21.000   0.082   0.087   0.170
   0.775  21.000   0.080   0.085   0.168
   0.800  21.000   0.079   0.084   0.165
   0.825  21.000   0.078   0.082   0.162
   0.850  21.000   0.076   0.081   0.159
   0.875  21.000   0.075   0.080   0.156
   0.900  21.000   0.074   0.078   0.154
   0.925  21.000   0.072   0.077   0.151
   0.950  20.000   0.071   0.076   0.149
   0.975  20.000   0.070   0.075   0.146
   1.000  22.000   0.069   0.074   0.145
