  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000  10.000   0.000   0.000   0.000   0.001   0.008   0.031   0.404
   0.025  10.000   0.000   0.000   0.000   0.001   0.009   0.034   0.397
   0.050  10.000   0.000   0.000   0.000   0.001   0.009   0.036   0.394
   0.075  10.000   0.000   0.000   0.000   0.002   0.010   0.040   0.394
   0.100  10.000   0.000   0.000   0.000   0.002   0.011   0.043   0.395
   0.125  10.000   0.000   0.000   0.000   0.002   0.012   0.047   0.394
   0.150  10.000   0.000   0.000   0.000   0.002   0.013   0.051   0.388
   0.175  10.000   0.000   0.000   0.000   0.002   0.014   0.054   0.379
   0.200  10.000   0.000   0.000   0.000   0.002   0.014   0.058   0.373
   0.225  10.000   0.000   0.000   0.000   0.003   0.015   0.062   0.370
   0.250  10.000   0.000   0.000   0.000   0.003   0.015   0.066   0.369
   0.275  10.000   0.000   0.000   0.000   0.004   0.015   0.071   0.371
   0.300  10.000   0.000   0.000   0.001   0.004   0.015   0.075   0.375
   0.325  10.000   0.000   0.000   0.001   0.004   0.015   0.079   0.380
   0.350  10.000   0.000   0.000   0.001   0.005   0.015   0.084   0.385
   0.375  10.000   0.000   0.000   0.001   0.005   0.016   0.088   0.391
   0.400  10.000   0.000   0.000   0.001   0.006   0.016   0.093   0.397
   0.425  10.000   0.001   0.000   0.001   0.006   0.017   0.097   0.403
   0.450  11.000   0.001   0.000   0.002   0.006   0.018   0.101   0.409
   0.475  11.000   0.001   0.000   0.002   0.006   0.018   0.105   0.414
   0.500  11.000   0.001   0.000   0.002   0.007   0.019   0.109   0.419
   0.525  11.000   0.001   0.000   0.002   0.007   0.020   0.113   0.424
   0.550  11.000   0.002   0.000   0.003   0.007   0.021   0.117   0.428
   0.575  11.000   0.002   0.000   0.003   0.007   0.022   0.121   0.432
   0.600  11.000   0.002   0.000   0.003   0.007   0.023   0.124   0.435
   0.625  11.000   0.003   0.000   0.004   0.007   0.023   0.128   0.438
   0.650  11.000   0.003   0.000   0.004   0.008   0.024   0.131   0.441
   0.675  11.000   0.004   0.000   0.004   0.008   0.025   0.134   0.443
   0.700  11.000   0.004   0.000   0.005   0.008   0.026   0.137   0.445
   0.725  11.000   0.005   0.000   0.005   0.008   0.027   0.140   0.447
   0.750  11.000   0.005   0.000   0.005   0.008   0.028   0.143   0.448
   0.775  11.000   0.006   0.000   0.006   0.008   0.029   0.146   0.449
   0.800  11.000   0.006   0.000   0.006   0.008   0.030   0.148   0.450
   0.825  11.000   0.007   0.000   0.006   0.008   0.031   0.150   0.451
   0.850  11.000   0.008   0.000   0.006   0.008   0.032   0.153   0.452
   0.875  11.000   0.008   0.000   0.007   0.008   0.033   0.155   0.453
   0.900  11.000   0.009   0.000   0.007   0.008   0.034   0.157   0.453
   0.925  11.000   0.010   0.000   0.007   0.007   0.035   0.159   0.453
   0.950  11.000   0.010   0.001   0.007   0.007   0.036   0.161   0.453
   0.975  11.000   0.011   0.001   0.007   0.007   0.037   0.162   0.451
   1.000  11.000   0.012   0.001   0.008   0.007   0.038   0.163   0.449
