  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   4.000   0.000   0.121   0.016   0.000   0.310   0.015   0.055
   0.025   5.000   0.000   0.114   0.015   0.000   0.302   0.014   0.060
   0.050   5.000   0.000   0.109   0.015   0.000   0.295   0.014   0.064
   0.075   5.000   0.000   0.104   0.015   0.000   0.287   0.013   0.069
   0.100   6.000   0.000   0.100   0.015   0.000   0.281   0.013   0.073
   0.125   6.000   0.000   0.097   0.015   0.000   0.275   0.012   0.078
   0.150   6.000   0.000   0.095   0.015   0.000   0.270   0.012   0.083
   0.175   6.000   0.000   0.093   0.015   0.000   0.266   0.012   0.088
   0.200   6.000   0.000   0.092   0.016   0.000   0.263   0.012   0.093
   0.225   6.000   0.000   0.091   0.016   0.000   0.260   0.012   0.098
   0.250   6.000   0.000   0.090   0.017   0.000   0.258   0.012   0.104
   0.275   6.000   0.000   0.090   0.017   0.000   0.257   0.012   0.110
   0.300   6.000   0.000   0.089   0.017   0.000   0.256   0.012   0.117
   0.325   7.000   0.000   0.089   0.018   0.000   0.256   0.012   0.124
   0.350   7.000   0.000   0.089   0.018   0.000   0.257   0.013   0.131
   0.375   7.000   0.000   0.089   0.019   0.000   0.258   0.013   0.139
   0.400   8.000   0.000   0.089   0.019   0.000   0.259   0.013   0.146
   0.425   9.000   0.000   0.089   0.019   0.000   0.260   0.013   0.154
   0.450   9.000   0.000   0.089   0.019   0.000   0.261   0.013   0.162
   0.475   9.000   0.000   0.089   0.019   0.000   0.263   0.013   0.171
   0.500   9.000   0.000   0.089   0.019   0.000   0.264   0.013   0.179
   0.525   9.000   0.000   0.088   0.018   0.000   0.265   0.014   0.188
   0.550   9.000   0.000   0.088   0.018   0.000   0.266   0.014   0.196
   0.575   9.000   0.000   0.087   0.017   0.000   0.267   0.014   0.204
   0.600   9.000   0.000   0.087   0.017   0.000   0.268   0.014   0.213
   0.625   9.000   0.000   0.086   0.016   0.000   0.269   0.014   0.221
   0.650   9.000   0.000   0.085   0.016   0.000   0.270   0.014   0.229
   0.675   9.000   0.000   0.085   0.015   0.000   0.270   0.014   0.237
   0.700   9.000   0.000   0.084   0.015   0.000   0.270   0.014   0.244
   0.725  10.000   0.000   0.083   0.014   0.000   0.270   0.015   0.252
   0.750   9.000   0.000   0.082   0.013   0.000   0.270   0.015   0.259
   0.775   9.000   0.000   0.081   0.013   0.000   0.270   0.015   0.265
   0.800   9.000   0.000   0.081   0.012   0.000   0.270   0.015   0.272
   0.825   9.000   0.000   0.080   0.011   0.000   0.270   0.015   0.278
   0.850   9.000   0.000   0.079   0.011   0.000   0.269   0.016   0.284
   0.875   9.000   0.000   0.078   0.010   0.000   0.269   0.016   0.290
   0.900   9.000   0.000   0.077   0.010   0.000   0.269   0.016   0.295
   0.925   9.000   0.000   0.077   0.009   0.000   0.268   0.016   0.301
   0.950   9.000   0.000   0.076   0.009   0.000   0.266   0.017   0.303
   0.975   9.000   0.000   0.075   0.008   0.000   0.264   0.017   0.305
   1.000   9.000   0.000   0.074   0.008   0.000   0.263   0.017   0.308
