  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   4.000   0.064   0.166   0.002   0.284   0.030   0.002   0.009
   0.025   4.000   0.063   0.159   0.002   0.288   0.029   0.002   0.010
   0.050   4.000   0.063   0.153   0.002   0.293   0.028   0.002   0.011
   0.075   4.000   0.064   0.149   0.002   0.299   0.026   0.002   0.012
   0.100   4.000   0.064   0.145   0.002   0.304   0.025   0.003   0.014
   0.125   4.000   0.064   0.141   0.002   0.310   0.024   0.003   0.017
   0.150   4.000   0.065   0.139   0.002   0.314   0.022   0.003   0.020
   0.175   4.000   0.065   0.137   0.002   0.318   0.021   0.004   0.024
   0.200   4.000   0.066   0.135   0.002   0.322   0.019   0.004   0.029
   0.225   5.000   0.066   0.134   0.002   0.325   0.018   0.004   0.035
   0.250   5.000   0.066   0.133   0.002   0.327   0.017   0.005   0.041
   0.275   4.000   0.066   0.132   0.002   0.329   0.016   0.005   0.048
   0.300   4.000   0.065   0.132   0.002   0.331   0.015   0.005   0.056
   0.325   5.000   0.064   0.132   0.002   0.332   0.014   0.006   0.065
   0.350   5.000   0.063   0.131   0.002   0.332   0.013   0.006   0.074
   0.375   5.000   0.061   0.130   0.002   0.332   0.012   0.006   0.083
   0.400   5.000   0.060   0.129   0.002   0.331   0.012   0.007   0.093
   0.425   5.000   0.059   0.128   0.002   0.330   0.011   0.007   0.104
   0.450   5.000   0.057   0.126   0.002   0.329   0.011   0.007   0.114
   0.475   5.000   0.056   0.125   0.002   0.329   0.011   0.007   0.125
   0.500   5.000   0.055   0.123   0.002   0.328   0.011   0.007   0.136
   0.525   5.000   0.054   0.122   0.002   0.327   0.011   0.007   0.147
   0.550   7.000   0.052   0.120   0.002   0.327   0.011   0.007   0.158
   0.575   7.000   0.051   0.118   0.001   0.326   0.011   0.007   0.169
   0.600   7.000   0.050   0.117   0.001   0.325   0.012   0.006   0.180
   0.625   7.000   0.048   0.115   0.001   0.324   0.012   0.006   0.192
   0.650   7.000   0.047   0.113   0.001   0.323   0.012   0.006   0.202
   0.675   7.000   0.045   0.112   0.001   0.322   0.013   0.006   0.213
   0.700   7.000   0.044   0.110   0.001   0.320   0.013   0.006   0.224
   0.725   7.000   0.042   0.108   0.001   0.318   0.014   0.005   0.234
   0.750   7.000   0.041   0.106   0.001   0.317   0.014   0.005   0.244
   0.775   7.000   0.040   0.104   0.001   0.315   0.015   0.005   0.254
   0.800   7.000   0.038   0.102   0.001   0.313   0.015   0.005   0.263
   0.825   8.000   0.037   0.101   0.001   0.311   0.016   0.004   0.272
   0.850   8.000   0.036   0.099   0.001   0.309   0.016   0.004   0.281
   0.875   8.000   0.035   0.097   0.001   0.307   0.017   0.004   0.289
   0.900   8.000   0.034   0.095   0.001   0.305   0.017   0.004   0.298
   0.925  10.000   0.033   0.093   0.001   0.303   0.018   0.004   0.306
   0.950  10.000   0.032   0.091   0.001   0.300   0.019   0.004   0.311
   0.975  10.000   0.031   0.089   0.001   0.297   0.019   0.003   0.316
   1.000  10.000   0.030   0.087   0.001   0.294   0.020   0.003   0.321
