  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.003   0.330   0.000   0.151   0.009   0.099
   0.025   4.000   0.002   0.333   0.000   0.151   0.008   0.102
   0.050   4.000   0.001   0.335   0.001   0.149   0.008   0.108
   0.075   5.000   0.000   0.335   0.002   0.146   0.009   0.114
   0.100   5.000   0.000   0.331   0.004   0.142   0.009   0.119
   0.125   5.000   0.000   0.324   0.007   0.139   0.009   0.121
   0.150   5.000   0.000   0.316   0.010   0.137   0.009   0.123
   0.175   5.000   0.000   0.309   0.013   0.136   0.008   0.126
   0.200   6.000   0.000   0.302   0.016   0.137   0.008   0.130
   0.225   6.000   0.000   0.296   0.019   0.138   0.008   0.134
   0.250   6.000   0.000   0.290   0.023   0.141   0.008   0.139
   0.275   7.000   0.000   0.285   0.026   0.144   0.008   0.144
   0.300   7.000   0.000   0.281   0.030   0.147   0.008   0.149
   0.325   7.000   0.000   0.277   0.034   0.152   0.008   0.153
   0.350   7.000   0.000   0.274   0.038   0.156   0.008   0.158
   0.375   7.000   0.000   0.271   0.042   0.161   0.007   0.161
   0.400   7.000   0.000   0.268   0.046   0.166   0.007   0.165
   0.425   7.000   0.000   0.265   0.050   0.171   0.007   0.167
   0.450   7.000   0.000   0.263   0.055   0.177   0.007   0.170
   0.475   7.000   0.000   0.260   0.059   0.182   0.007   0.171
   0.500   7.000   0.000   0.258   0.063   0.188   0.007   0.172
   0.525   7.000   0.000   0.255   0.068   0.194   0.006   0.173
   0.550   7.000   0.000   0.252   0.072   0.201   0.006   0.172
   0.575   7.000   0.000   0.250   0.076   0.207   0.006   0.171
   0.600   7.000   0.000   0.247   0.081   0.214   0.006   0.170
   0.625   7.000   0.000   0.245   0.085   0.221   0.006   0.168
   0.650   7.000   0.000   0.242   0.089   0.228   0.006   0.165
   0.675   7.000   0.000   0.239   0.093   0.236   0.006   0.162
   0.700   7.000   0.000   0.236   0.097   0.244   0.005   0.158
   0.725   7.000   0.000   0.234   0.101   0.252   0.005   0.153
   0.750   7.000   0.000   0.231   0.105   0.261   0.005   0.148
   0.775   7.000   0.000   0.228   0.109   0.270   0.005   0.142
   0.800   6.000   0.000   0.225   0.113   0.280   0.005   0.136
   0.825   6.000   0.000   0.222   0.117   0.290   0.005   0.128
   0.850   6.000   0.000   0.219   0.121   0.301   0.005   0.120
   0.875   6.000   0.000   0.216   0.125   0.311   0.005   0.112
   0.900   6.000   0.000   0.214   0.128   0.323   0.005   0.103
   0.925   5.000   0.000   0.211   0.132   0.335   0.005   0.093
   0.950   5.000   0.000   0.208   0.136   0.347   0.005   0.083
   0.975   5.000   0.000   0.206   0.139   0.359   0.005   0.073
   1.000   5.000   0.000   0.203   0.142   0.370   0.006   0.062
