  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.148   0.155   0.013   0.003   0.000   0.000   0.175
   0.025   7.000   0.143   0.151   0.013   0.003   0.000   0.000   0.172
   0.050   7.000   0.140   0.148   0.012   0.003   0.000   0.000   0.171
   0.075   7.000   0.137   0.146   0.012   0.003   0.000   0.000   0.171
   0.100   7.000   0.135   0.144   0.012   0.003   0.000   0.000   0.173
   0.125   7.000   0.134   0.142   0.012   0.003   0.000   0.000   0.175
   0.150   8.000   0.133   0.141   0.012   0.002   0.000   0.000   0.179
   0.175   8.000   0.133   0.140   0.012   0.002   0.000   0.000   0.183
   0.200   8.000   0.133   0.140   0.012   0.002   0.000   0.000   0.188
   0.225   8.000   0.134   0.140   0.012   0.002   0.000   0.000   0.194
   0.250   8.000   0.135   0.140   0.012   0.002   0.000   0.000   0.200
   0.275   8.000   0.136   0.141   0.012   0.001   0.000   0.000   0.206
   0.300   9.000   0.137   0.141   0.012   0.001   0.000   0.000   0.213
   0.325   9.000   0.139   0.142   0.013   0.001   0.000   0.000   0.220
   0.350   9.000   0.141   0.144   0.013   0.001   0.000   0.000   0.227
   0.375   9.000   0.143   0.145   0.013   0.001   0.000   0.000   0.234
   0.400   9.000   0.145   0.147   0.013   0.001   0.000   0.000   0.240
   0.425   9.000   0.147   0.148   0.014   0.001   0.000   0.000   0.247
   0.450   9.000   0.149   0.150   0.014   0.000   0.000   0.000   0.253
   0.475   9.000   0.151   0.152   0.014   0.000   0.000   0.000   0.259
   0.500   9.000   0.152   0.153   0.014   0.000   0.000   0.000   0.265
   0.525   9.000   0.154   0.155   0.014   0.000   0.000   0.000   0.271
   0.550   9.000   0.156   0.157   0.015   0.000   0.000   0.000   0.276
   0.575   9.000   0.157   0.159   0.015   0.000   0.000   0.000   0.281
   0.600   9.000   0.159   0.160   0.015   0.000   0.000   0.000   0.285
   0.625   9.000   0.160   0.162   0.015   0.000   0.000   0.000   0.290
   0.650   9.000   0.162   0.164   0.015   0.000   0.000   0.000   0.294
   0.675   9.000   0.163   0.165   0.015   0.000   0.000   0.000   0.298
   0.700   9.000   0.164   0.167   0.015   0.000   0.000   0.000   0.301
   0.725   9.000   0.165   0.168   0.015   0.000   0.000   0.000   0.305
   0.750   9.000   0.166   0.170   0.015   0.000   0.000   0.000   0.308
   0.775   9.000   0.167   0.171   0.015   0.000   0.000   0.000   0.311
   0.800   9.000   0.167   0.172   0.015   0.000   0.000   0.000   0.313
   0.825   9.000   0.168   0.174   0.015   0.000   0.000   0.000   0.316
   0.850   9.000   0.169   0.175   0.015   0.000   0.000   0.000   0.318
   0.875   9.000   0.169   0.176   0.015   0.000   0.000   0.000   0.321
   0.900   9.000   0.170   0.177   0.015   0.000   0.000   0.000   0.323
   0.925   9.000   0.170   0.179   0.015   0.000   0.000   0.000   0.325
   0.950   9.000   0.170   0.180   0.015   0.000   0.000   0.000   0.327
   0.975   9.000   0.171   0.181   0.015   0.000   0.000   0.000   0.328
   1.000   9.000   0.170   0.181   0.015   0.000   0.000   0.000   0.328
