  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.153   0.223   0.000   0.003   0.000   0.180
   0.025   7.000   0.000   0.154   0.216   0.000   0.002   0.000   0.181
   0.050   7.000   0.000   0.155   0.209   0.000   0.001   0.000   0.184
   0.075   7.000   0.000   0.155   0.203   0.000   0.001   0.000   0.189
   0.100   7.000   0.000   0.156   0.197   0.000   0.001   0.000   0.195
   0.125   7.000   0.000   0.157   0.192   0.000   0.001   0.000   0.202
   0.150   7.000   0.000   0.158   0.188   0.000   0.001   0.000   0.210
   0.175   7.000   0.000   0.160   0.184   0.000   0.000   0.000   0.218
   0.200   8.000   0.000   0.161   0.180   0.000   0.000   0.000   0.228
   0.225   9.000   0.000   0.163   0.177   0.000   0.000   0.000   0.237
   0.250   9.000   0.000   0.166   0.175   0.000   0.000   0.000   0.246
   0.275   9.000   0.000   0.168   0.173   0.000   0.000   0.000   0.256
   0.300   9.000   0.000   0.170   0.172   0.000   0.000   0.000   0.265
   0.325   9.000   0.000   0.173   0.171   0.000   0.000   0.000   0.274
   0.350   9.000   0.000   0.175   0.171   0.000   0.000   0.000   0.282
   0.375   9.000   0.000   0.177   0.170   0.000   0.000   0.000   0.290
   0.400   9.000   0.000   0.180   0.170   0.000   0.000   0.000   0.298
   0.425   9.000   0.000   0.182   0.171   0.000   0.000   0.000   0.305
   0.450   9.000   0.000   0.184   0.171   0.000   0.000   0.000   0.312
   0.475   9.000   0.000   0.186   0.172   0.000   0.000   0.000   0.318
   0.500   9.000   0.000   0.187   0.173   0.000   0.000   0.000   0.324
   0.525   9.000   0.000   0.189   0.173   0.000   0.000   0.000   0.329
   0.550   9.000   0.000   0.191   0.174   0.000   0.000   0.000   0.334
   0.575   9.000   0.000   0.192   0.175   0.000   0.000   0.000   0.338
   0.600   9.000   0.000   0.194   0.176   0.000   0.000   0.000   0.343
   0.625   9.000   0.000   0.195   0.177   0.000   0.000   0.000   0.347
   0.650   9.000   0.000   0.196   0.178   0.000   0.000   0.000   0.350
   0.675   9.000   0.000   0.197   0.179   0.000   0.000   0.000   0.354
   0.700   9.000   0.000   0.199   0.180   0.000   0.000   0.000   0.357
   0.725   9.000   0.000   0.200   0.181   0.000   0.000   0.000   0.360
   0.750   9.000   0.000   0.201   0.182   0.000   0.000   0.000   0.362
   0.775   9.000   0.000   0.202   0.182   0.000   0.000   0.000   0.365
   0.800   9.000   0.000   0.202   0.183   0.000   0.000   0.000   0.367
   0.825   9.000   0.000   0.203   0.184   0.000   0.000   0.000   0.369
   0.850   9.000   0.000   0.204   0.185   0.000   0.000   0.000   0.371
   0.875   9.000   0.000   0.205   0.185   0.000   0.000   0.000   0.373
   0.900   9.000   0.000   0.206   0.186   0.000   0.000   0.000   0.375
   0.925   9.000   0.000   0.206   0.187   0.000   0.000   0.000   0.377
   0.950   9.000   0.000   0.207   0.187   0.000   0.000   0.000   0.378
   0.975   9.000   0.000   0.208   0.188   0.000   0.000   0.000   0.380
   1.000   9.000   0.000   0.208   0.188   0.000   0.000   0.000   0.380
