  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.025   0.264   0.247   0.001   0.016   0.054
   0.025   6.000   0.029   0.255   0.252   0.001   0.016   0.051
   0.050   6.000   0.032   0.246   0.258   0.002   0.016   0.048
   0.075   6.000   0.036   0.238   0.265   0.002   0.016   0.045
   0.100   6.000   0.041   0.230   0.274   0.002   0.016   0.042
   0.125   5.000   0.046   0.223   0.283   0.002   0.017   0.038
   0.150   4.000   0.051   0.216   0.292   0.002   0.017   0.034
   0.175   4.000   0.056   0.208   0.299   0.002   0.017   0.029
   0.200   4.000   0.060   0.200   0.304   0.002   0.017   0.024
   0.225   4.000   0.062   0.192   0.308   0.002   0.017   0.019
   0.250   4.000   0.064   0.184   0.313   0.002   0.017   0.015
   0.275   4.000   0.066   0.178   0.317   0.003   0.016   0.012
   0.300   4.000   0.067   0.172   0.322   0.003   0.016   0.010
   0.325   3.000   0.068   0.168   0.325   0.003   0.016   0.010
   0.350   3.000   0.069   0.163   0.328   0.003   0.015   0.011
   0.375   3.000   0.069   0.159   0.330   0.004   0.014   0.013
   0.400   3.000   0.069   0.156   0.331   0.004   0.014   0.016
   0.425   3.000   0.069   0.153   0.332   0.004   0.013   0.021
   0.450   3.000   0.068   0.150   0.333   0.004   0.013   0.026
   0.475   3.000   0.067   0.148   0.333   0.005   0.012   0.032
   0.500   4.000   0.066   0.146   0.333   0.005   0.012   0.038
   0.525   4.000   0.065   0.144   0.333   0.005   0.011   0.045
   0.550   4.000   0.064   0.142   0.333   0.006   0.011   0.053
   0.575   4.000   0.063   0.140   0.332   0.006   0.011   0.060
   0.600   4.000   0.061   0.138   0.331   0.006   0.010   0.069
   0.625   4.000   0.059   0.136   0.330   0.007   0.010   0.077
   0.650   5.000   0.058   0.135   0.329   0.007   0.010   0.086
   0.675   5.000   0.056   0.133   0.328   0.007   0.009   0.094
   0.700   5.000   0.054   0.131   0.327   0.007   0.009   0.103
   0.725   6.000   0.052   0.130   0.326   0.008   0.009   0.112
   0.750   6.000   0.050   0.128   0.324   0.008   0.009   0.122
   0.775   6.000   0.048   0.127   0.323   0.008   0.008   0.131
   0.800   6.000   0.046   0.125   0.321   0.008   0.008   0.140
   0.825   7.000   0.044   0.123   0.320   0.008   0.008   0.149
   0.850   7.000   0.042   0.122   0.318   0.009   0.008   0.158
   0.875   8.000   0.040   0.120   0.316   0.009   0.008   0.167
   0.900   8.000   0.038   0.119   0.314   0.009   0.007   0.175
   0.925   8.000   0.036   0.117   0.312   0.009   0.007   0.184
   0.950   8.000   0.034   0.116   0.311   0.009   0.007   0.192
   0.975   8.000   0.033   0.114   0.309   0.009   0.007   0.201
   1.000   8.000   0.031   0.113   0.307   0.009   0.007   0.209
