  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.130   0.137   0.270
   0.025  24.000   0.133   0.138   0.273
   0.050  21.000   0.135   0.139   0.275
   0.075  19.000   0.136   0.141   0.279
   0.100  21.000   0.137   0.143   0.283
   0.125  20.000   0.136   0.145   0.286
   0.150  20.000   0.136   0.146   0.287
   0.175  19.000   0.135   0.146   0.286
   0.200  21.000   0.134   0.145   0.284
   0.225  21.000   0.132   0.143   0.280
   0.250  21.000   0.129   0.141   0.275
   0.275  21.000   0.127   0.138   0.270
   0.300  21.000   0.124   0.135   0.263
   0.325  21.000   0.121   0.131   0.256
   0.350  21.000   0.117   0.128   0.249
   0.375  21.000   0.114   0.124   0.242
   0.400  21.000   0.111   0.120   0.235
   0.425  21.000   0.107   0.117   0.228
   0.450  21.000   0.104   0.113   0.222
   0.475  21.000   0.101   0.110   0.215
   0.500  21.000   0.099   0.107   0.209
   0.525  22.000   0.096   0.104   0.203
   0.550  23.000   0.093   0.101   0.198
   0.575  23.000   0.091   0.099   0.193
   0.600  23.000   0.089   0.096   0.188
   0.625  23.000   0.087   0.094   0.184
   0.650  23.000   0.085   0.092   0.180
   0.675  21.000   0.083   0.090   0.176
   0.700  21.000   0.081   0.088   0.172
   0.725  21.000   0.080   0.086   0.169
   0.750  22.000   0.079   0.085   0.166
   0.775  21.000   0.078   0.084   0.164
   0.800  21.000   0.076   0.082   0.161
   0.825  21.000   0.075   0.081   0.159
   0.850  20.000   0.074   0.080   0.157
   0.875  20.000   0.073   0.079   0.155
   0.900  20.000   0.073   0.078   0.153
   0.925  20.000   0.073   0.078   0.153
   0.950  20.000   0.073   0.078   0.154
   0.975  20.000   0.073   0.079   0.154
   1.000  20.000   0.073   0.079   0.154
