  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.131   0.130   0.261
   0.025  28.000   0.134   0.131   0.264
   0.050  29.000   0.136   0.132   0.266
   0.075  28.000   0.137   0.132   0.267
   0.100  28.000   0.137   0.132   0.266
   0.125  27.000   0.136   0.130   0.263
   0.150  27.000   0.134   0.128   0.259
   0.175  26.000   0.131   0.126   0.254
   0.200  26.000   0.127   0.123   0.248
   0.225  25.000   0.123   0.119   0.241
   0.250  25.000   0.119   0.116   0.234
   0.275  24.000   0.115   0.113   0.227
   0.300  23.000   0.111   0.110   0.221
   0.325  23.000   0.107   0.107   0.214
   0.350  21.000   0.104   0.104   0.208
   0.375  19.000   0.100   0.102   0.203
   0.400  18.000   0.097   0.100   0.198
   0.425  17.000   0.095   0.097   0.193
   0.450  17.000   0.092   0.095   0.189
   0.475  16.000   0.090   0.094   0.185
   0.500  18.000   0.088   0.092   0.182
   0.525  16.000   0.086   0.091   0.179
   0.550  17.000   0.085   0.089   0.176
   0.575  17.000   0.083   0.088   0.174
   0.600  17.000   0.082   0.087   0.172
   0.625  17.000   0.081   0.086   0.170
   0.650  18.000   0.081   0.086   0.168
   0.675  18.000   0.080   0.085   0.167
   0.700  18.000   0.079   0.084   0.166
   0.725  18.000   0.079   0.084   0.164
   0.750  18.000   0.078   0.083   0.163
   0.775  19.000   0.077   0.083   0.162
   0.800  20.000   0.077   0.082   0.161
   0.825  20.000   0.076   0.082   0.160
   0.850  20.000   0.076   0.081   0.159
   0.875  20.000   0.075   0.080   0.158
   0.900  20.000   0.075   0.080   0.157
   0.925  20.000   0.075   0.080   0.158
   0.950  21.000   0.076   0.081   0.159
   0.975  22.000   0.076   0.081   0.160
   1.000  22.000   0.076   0.082   0.160
