  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.017   0.000   0.062   0.111   0.209   0.000   0.093
   0.025   6.000   0.016   0.000   0.059   0.111   0.202   0.000   0.099
   0.050   6.000   0.014   0.000   0.057   0.112   0.196   0.000   0.106
   0.075   6.000   0.012   0.000   0.054   0.111   0.189   0.000   0.111
   0.100   6.000   0.011   0.000   0.049   0.110   0.181   0.000   0.114
   0.125   6.000   0.010   0.000   0.045   0.110   0.173   0.000   0.117
   0.150   6.000   0.009   0.000   0.042   0.111   0.167   0.000   0.122
   0.175   6.000   0.010   0.000   0.040   0.113   0.162   0.000   0.127
   0.200   6.000   0.010   0.000   0.038   0.114   0.159   0.000   0.134
   0.225   6.000   0.010   0.000   0.037   0.115   0.157   0.000   0.141
   0.250   7.000   0.010   0.000   0.036   0.116   0.156   0.000   0.149
   0.275   7.000   0.010   0.000   0.036   0.117   0.156   0.000   0.158
   0.300   9.000   0.011   0.000   0.036   0.117   0.156   0.000   0.167
   0.325   9.000   0.011   0.000   0.036   0.117   0.157   0.000   0.176
   0.350   9.000   0.011   0.000   0.036   0.117   0.158   0.000   0.185
   0.375   9.000   0.011   0.000   0.036   0.118   0.159   0.000   0.195
   0.400   9.000   0.011   0.000   0.036   0.118   0.160   0.000   0.204
   0.425   9.000   0.011   0.000   0.035   0.118   0.162   0.000   0.214
   0.450   9.000   0.011   0.000   0.035   0.118   0.163   0.000   0.224
   0.475   9.000   0.011   0.000   0.035   0.118   0.165   0.000   0.233
   0.500   9.000   0.011   0.000   0.035   0.118   0.166   0.000   0.242
   0.525   9.000   0.011   0.000   0.034   0.118   0.167   0.000   0.251
   0.550   9.000   0.011   0.000   0.034   0.117   0.169   0.000   0.260
   0.575   9.000   0.011   0.000   0.033   0.117   0.170   0.000   0.268
   0.600   9.000   0.011   0.000   0.032   0.117   0.170   0.000   0.277
   0.625   9.000   0.011   0.000   0.032   0.117   0.171   0.000   0.285
   0.650   9.000   0.011   0.000   0.031   0.117   0.172   0.000   0.292
   0.675   9.000   0.010   0.000   0.030   0.117   0.173   0.000   0.300
   0.700   9.000   0.010   0.000   0.030   0.117   0.173   0.000   0.307
   0.725   9.000   0.010   0.000   0.029   0.117   0.173   0.000   0.313
   0.750   9.000   0.010   0.000   0.028   0.117   0.174   0.000   0.320
   0.775   9.000   0.010   0.000   0.027   0.117   0.174   0.000   0.326
   0.800   9.000   0.010   0.000   0.027   0.117   0.174   0.000   0.331
   0.825   9.000   0.010   0.000   0.026   0.116   0.174   0.000   0.337
   0.850  10.000   0.010   0.000   0.025   0.116   0.174   0.000   0.342
   0.875  10.000   0.009   0.000   0.025   0.116   0.174   0.000   0.347
   0.900  10.000   0.009   0.000   0.024   0.116   0.174   0.000   0.352
   0.925  10.000   0.009   0.000   0.024   0.116   0.173   0.000   0.354
   0.950  10.000   0.009   0.000   0.023   0.115   0.172   0.000   0.355
   0.975  10.000   0.009   0.000   0.023   0.115   0.171   0.000   0.357
   1.000  10.000   0.009   0.000   0.022   0.115   0.170   0.000   0.359
