  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.131   0.133   0.265
   0.025  24.000   0.132   0.134   0.268
   0.050  23.000   0.133   0.135   0.268
   0.075  20.000   0.132   0.135   0.268
   0.100  21.000   0.132   0.136   0.269
   0.125  21.000   0.132   0.138   0.272
   0.150  22.000   0.131   0.139   0.274
   0.175  19.000   0.131   0.140   0.275
   0.200  20.000   0.130   0.140   0.274
   0.225  20.000   0.128   0.139   0.272
   0.250  21.000   0.126   0.137   0.268
   0.275  21.000   0.124   0.135   0.263
   0.300  22.000   0.121   0.132   0.258
   0.325  22.000   0.119   0.129   0.252
   0.350  22.000   0.116   0.126   0.246
   0.375  23.000   0.113   0.123   0.240
   0.400  22.000   0.110   0.119   0.233
   0.425  21.000   0.107   0.116   0.227
   0.450  20.000   0.105   0.113   0.221
   0.475  21.000   0.102   0.110   0.215
   0.500  21.000   0.099   0.107   0.209
   0.525  21.000   0.097   0.104   0.204
   0.550  21.000   0.095   0.101   0.198
   0.575  21.000   0.092   0.099   0.193
   0.600  21.000   0.090   0.096   0.189
   0.625  21.000   0.088   0.094   0.184
   0.650  21.000   0.086   0.092   0.180
   0.675  20.000   0.084   0.090   0.176
   0.700  20.000   0.082   0.088   0.172
   0.725  21.000   0.081   0.086   0.169
   0.750  21.000   0.079   0.084   0.165
   0.775  21.000   0.077   0.082   0.162
   0.800  21.000   0.076   0.081   0.159
   0.825  22.000   0.074   0.079   0.156
   0.850  22.000   0.073   0.078   0.153
   0.875  22.000   0.071   0.077   0.150
   0.900  22.000   0.070   0.075   0.147
   0.925  22.000   0.069   0.074   0.145
   0.950  22.000   0.069   0.074   0.144
   0.975  22.000   0.068   0.073   0.144
   1.000  21.000   0.068   0.073   0.143
