  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.000   0.114   0.223   0.058   0.001   0.131
   0.025   6.000   0.000   0.119   0.217   0.054   0.001   0.137
   0.050   6.000   0.000   0.124   0.212   0.049   0.001   0.145
   0.075   6.000   0.000   0.129   0.206   0.044   0.000   0.153
   0.100   7.000   0.000   0.133   0.201   0.040   0.000   0.161
   0.125   7.000   0.000   0.137   0.196   0.037   0.000   0.170
   0.150   7.000   0.000   0.140   0.192   0.034   0.000   0.180
   0.175   8.000   0.000   0.144   0.188   0.031   0.000   0.190
   0.200   8.000   0.000   0.147   0.186   0.029   0.000   0.201
   0.225   8.000   0.000   0.150   0.184   0.027   0.000   0.212
   0.250   8.000   0.000   0.154   0.182   0.025   0.000   0.224
   0.275   8.000   0.000   0.157   0.182   0.022   0.000   0.235
   0.300   8.000   0.000   0.160   0.181   0.020   0.000   0.246
   0.325   8.000   0.000   0.164   0.181   0.018   0.000   0.256
   0.350   8.000   0.000   0.167   0.181   0.016   0.000   0.267
   0.375   8.000   0.000   0.171   0.181   0.013   0.000   0.276
   0.400   8.000   0.000   0.174   0.181   0.011   0.000   0.285
   0.425   8.000   0.000   0.177   0.182   0.009   0.000   0.294
   0.450   8.000   0.000   0.180   0.182   0.008   0.000   0.302
   0.475   8.000   0.000   0.183   0.182   0.006   0.000   0.309
   0.500   8.000   0.000   0.185   0.183   0.005   0.000   0.316
   0.525   8.000   0.000   0.188   0.183   0.004   0.000   0.322
   0.550   9.000   0.000   0.190   0.183   0.003   0.000   0.328
   0.575   9.000   0.000   0.193   0.183   0.002   0.000   0.333
   0.600   9.000   0.000   0.195   0.183   0.001   0.000   0.337
   0.625   9.000   0.000   0.196   0.183   0.001   0.000   0.342
   0.650   9.000   0.000   0.198   0.184   0.001   0.000   0.346
   0.675   9.000   0.000   0.200   0.184   0.001   0.000   0.349
   0.700   9.000   0.000   0.201   0.184   0.000   0.000   0.352
   0.725   9.000   0.000   0.203   0.184   0.000   0.000   0.356
   0.750   9.000   0.000   0.204   0.184   0.000   0.000   0.358
   0.775   9.000   0.000   0.205   0.184   0.000   0.000   0.361
   0.800   9.000   0.000   0.206   0.185   0.000   0.000   0.364
   0.825   9.000   0.000   0.207   0.185   0.000   0.000   0.366
   0.850   9.000   0.000   0.208   0.185   0.000   0.000   0.368
   0.875   9.000   0.000   0.209   0.185   0.000   0.000   0.370
   0.900   9.000   0.000   0.210   0.186   0.000   0.000   0.372
   0.925   9.000   0.000   0.211   0.186   0.000   0.000   0.374
   0.950   9.000   0.000   0.211   0.186   0.000   0.000   0.376
   0.975   9.000   0.000   0.212   0.187   0.000   0.000   0.377
   1.000   9.000   0.000   0.212   0.187   0.000   0.000   0.377
