  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.001   0.083   0.216   0.002   0.110   0.001   0.109
   0.025   6.000   0.001   0.088   0.211   0.002   0.108   0.001   0.110
   0.050   6.000   0.001   0.093   0.206   0.002   0.105   0.001   0.115
   0.075   6.000   0.000   0.099   0.201   0.003   0.102   0.000   0.121
   0.100   6.000   0.000   0.106   0.195   0.003   0.099   0.000   0.127
   0.125   6.000   0.000   0.112   0.189   0.004   0.096   0.000   0.134
   0.150   6.000   0.000   0.117   0.184   0.004   0.094   0.000   0.141
   0.175   6.000   0.000   0.122   0.180   0.004   0.093   0.000   0.148
   0.200   6.000   0.000   0.127   0.176   0.004   0.093   0.000   0.156
   0.225   6.000   0.000   0.131   0.173   0.004   0.093   0.000   0.164
   0.250   7.000   0.000   0.135   0.171   0.004   0.093   0.000   0.173
   0.275   7.000   0.000   0.139   0.170   0.004   0.094   0.000   0.181
   0.300   7.000   0.000   0.143   0.169   0.004   0.094   0.000   0.190
   0.325   7.000   0.000   0.147   0.168   0.004   0.095   0.000   0.198
   0.350   7.000   0.000   0.151   0.168   0.004   0.095   0.000   0.206
   0.375   7.000   0.000   0.154   0.168   0.004   0.096   0.000   0.214
   0.400   7.000   0.000   0.157   0.168   0.004   0.096   0.000   0.221
   0.425   8.000   0.000   0.160   0.169   0.004   0.095   0.000   0.229
   0.450   8.000   0.000   0.163   0.169   0.003   0.095   0.000   0.236
   0.475   8.000   0.000   0.166   0.170   0.003   0.094   0.000   0.243
   0.500   8.000   0.000   0.168   0.171   0.003   0.093   0.000   0.250
   0.525   8.000   0.000   0.171   0.172   0.003   0.091   0.000   0.256
   0.550   8.000   0.000   0.173   0.173   0.003   0.090   0.000   0.263
   0.575   8.000   0.000   0.175   0.174   0.003   0.088   0.000   0.269
   0.600   8.000   0.000   0.178   0.175   0.003   0.085   0.000   0.275
   0.625   8.000   0.000   0.180   0.176   0.002   0.082   0.000   0.281
   0.650   8.000   0.000   0.182   0.177   0.002   0.079   0.000   0.288
   0.675   9.000   0.000   0.184   0.178   0.002   0.076   0.000   0.294
   0.700   9.000   0.000   0.186   0.179   0.002   0.072   0.000   0.300
   0.725   9.000   0.000   0.188   0.180   0.002   0.068   0.000   0.306
   0.750   9.000   0.000   0.189   0.181   0.002   0.064   0.000   0.312
   0.775   9.000   0.000   0.191   0.182   0.001   0.060   0.000   0.318
   0.800   9.000   0.000   0.193   0.183   0.001   0.055   0.000   0.323
   0.825   9.000   0.000   0.195   0.184   0.001   0.051   0.000   0.329
   0.850   9.000   0.000   0.196   0.185   0.001   0.046   0.000   0.335
   0.875   9.000   0.000   0.198   0.186   0.001   0.041   0.000   0.341
   0.900   9.000   0.000   0.200   0.186   0.001   0.037   0.000   0.346
   0.925   9.000   0.000   0.201   0.187   0.001   0.032   0.000   0.351
   0.950   9.000   0.000   0.202   0.188   0.000   0.028   0.000   0.355
   0.975   9.000   0.000   0.203   0.188   0.000   0.023   0.000   0.359
   1.000   9.000   0.000   0.203   0.188   0.000   0.020   0.000   0.362
