TEXTURE AT STRAIN =    0.8500
   1.355   1.397   0.523  <-- length of phase ellipsoid axes
   17.08    3.34  -19.07  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
  165.60   35.53 -133.60   0.0016500
