  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  12.000   0.000   0.000   0.000   0.000   0.000   0.416
   0.025  12.000   0.000   0.000   0.000   0.000   0.000   0.406
   0.050  12.000   0.000   0.000   0.000   0.000   0.000   0.399
   0.075  12.000   0.000   0.000   0.000   0.000   0.000   0.396
   0.100  12.000   0.000   0.000   0.000   0.000   0.000   0.396
   0.125  12.000   0.000   0.000   0.000   0.000   0.000   0.400
   0.150  12.000   0.000   0.000   0.000   0.000   0.000   0.406
   0.175  12.000   0.000   0.000   0.000   0.000   0.000   0.415
   0.200  12.000   0.000   0.000   0.000   0.000   0.000   0.426
   0.225  12.000   0.000   0.000   0.000   0.000   0.000   0.439
   0.250  12.000   0.000   0.000   0.000   0.000   0.000   0.452
   0.275  12.000   0.000   0.000   0.000   0.000   0.000   0.467
   0.300  12.000   0.000   0.000   0.000   0.000   0.000   0.482
   0.325  12.000   0.000   0.000   0.000   0.000   0.000   0.497
   0.350  12.000   0.000   0.000   0.000   0.000   0.000   0.513
   0.375  12.000   0.000   0.000   0.000   0.000   0.000   0.528
   0.400  12.000   0.000   0.000   0.000   0.000   0.000   0.542
   0.425  12.000   0.000   0.000   0.000   0.000   0.000   0.556
   0.450  12.000   0.000   0.000   0.000   0.000   0.000   0.568
   0.475  12.000   0.000   0.000   0.000   0.000   0.000   0.579
   0.500  12.000   0.000   0.000   0.000   0.000   0.000   0.588
   0.525  12.000   0.000   0.000   0.000   0.000   0.000   0.595
   0.550  12.000   0.000   0.000   0.000   0.000   0.000   0.601
   0.575  12.000   0.000   0.000   0.000   0.000   0.000   0.607
   0.600  12.000   0.000   0.000   0.000   0.000   0.000   0.612
   0.625  12.000   0.000   0.000   0.000   0.000   0.000   0.617
   0.650  12.000   0.000   0.000   0.000   0.000   0.000   0.623
   0.675  12.000   0.000   0.000   0.000   0.000   0.000   0.628
   0.700  12.000   0.000   0.000   0.000   0.000   0.000   0.633
   0.725  12.000   0.000   0.000   0.000   0.000   0.000   0.639
   0.750  12.000   0.000   0.000   0.000   0.000   0.000   0.644
   0.775  12.000   0.000   0.000   0.000   0.000   0.000   0.649
   0.800  12.000   0.000   0.000   0.000   0.000   0.000   0.654
   0.825  12.000   0.000   0.000   0.000   0.000   0.000   0.659
   0.850  12.000   0.000   0.000   0.000   0.000   0.000   0.663
   0.875  12.000   0.000   0.000   0.000   0.000   0.000   0.667
   0.900  12.000   0.000   0.000   0.000   0.000   0.000   0.671
   0.925  12.000   0.000   0.000   0.000   0.000   0.000   0.674
   0.950  12.000   0.000   0.000   0.000   0.001   0.000   0.674
   0.975  12.000   0.000   0.000   0.000   0.001   0.000   0.673
   1.000  12.000   0.000   0.000   0.000   0.002   0.000   0.672
