  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.001   0.115   0.260   0.000   0.001   0.000   0.185
   0.025   6.000   0.001   0.118   0.251   0.000   0.000   0.000   0.186
   0.050   6.000   0.001   0.120   0.243   0.000   0.000   0.000   0.189
   0.075   7.000   0.000   0.123   0.235   0.000   0.000   0.000   0.193
   0.100   7.000   0.000   0.125   0.228   0.000   0.000   0.000   0.199
   0.125   8.000   0.000   0.127   0.222   0.000   0.000   0.000   0.206
   0.150   8.000   0.000   0.130   0.217   0.000   0.000   0.000   0.213
   0.175   8.000   0.000   0.133   0.212   0.000   0.000   0.000   0.222
   0.200   8.000   0.000   0.136   0.207   0.000   0.000   0.000   0.231
   0.225   8.000   0.000   0.139   0.203   0.000   0.000   0.000   0.240
   0.250   8.000   0.000   0.143   0.200   0.000   0.000   0.000   0.249
   0.275   8.000   0.000   0.147   0.196   0.000   0.000   0.000   0.258
   0.300   8.000   0.000   0.151   0.194   0.000   0.000   0.000   0.266
   0.325   8.000   0.000   0.154   0.191   0.000   0.000   0.000   0.275
   0.350   8.000   0.000   0.158   0.189   0.000   0.000   0.000   0.283
   0.375   8.000   0.000   0.162   0.188   0.000   0.000   0.000   0.290
   0.400   8.000   0.000   0.165   0.186   0.000   0.000   0.000   0.298
   0.425   8.000   0.000   0.168   0.185   0.000   0.000   0.000   0.304
   0.450   8.000   0.000   0.172   0.184   0.000   0.000   0.000   0.311
   0.475   9.000   0.000   0.175   0.184   0.000   0.000   0.000   0.317
   0.500   9.000   0.000   0.177   0.184   0.000   0.000   0.000   0.322
   0.525   9.000   0.000   0.180   0.183   0.000   0.000   0.000   0.327
   0.550   9.000   0.000   0.182   0.183   0.000   0.000   0.000   0.332
   0.575   9.000   0.000   0.185   0.183   0.000   0.000   0.000   0.337
   0.600   9.000   0.000   0.187   0.184   0.000   0.000   0.000   0.341
   0.625   9.000   0.000   0.189   0.184   0.000   0.000   0.000   0.345
   0.650   9.000   0.000   0.191   0.184   0.000   0.000   0.000   0.349
   0.675   9.000   0.000   0.192   0.184   0.000   0.000   0.000   0.352
   0.700   9.000   0.000   0.194   0.185   0.000   0.000   0.000   0.355
   0.725   9.000   0.000   0.195   0.185   0.000   0.000   0.000   0.358
   0.750   9.000   0.000   0.197   0.185   0.000   0.000   0.000   0.361
   0.775   9.000   0.000   0.198   0.186   0.000   0.000   0.000   0.363
   0.800   9.000   0.000   0.199   0.186   0.000   0.000   0.000   0.366
   0.825   8.000   0.000   0.201   0.187   0.000   0.000   0.000   0.368
   0.850   9.000   0.000   0.202   0.187   0.000   0.000   0.000   0.370
   0.875   9.000   0.000   0.203   0.187   0.000   0.000   0.000   0.372
   0.900   9.000   0.000   0.204   0.188   0.000   0.000   0.000   0.374
   0.925   9.000   0.000   0.205   0.188   0.000   0.000   0.000   0.375
   0.950   9.000   0.000   0.206   0.189   0.000   0.000   0.000   0.377
   0.975   9.000   0.000   0.206   0.189   0.000   0.000   0.000   0.379
   1.000   9.000   0.000   0.207   0.189   0.000   0.000   0.000   0.379
