TEXTURE AT STRAIN =    0.5000
   1.850   2.006   0.251  <-- length of phase ellipsoid axes
  -48.12    1.06 -178.52  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
  136.18   54.51 -135.79   0.0003500
