TEXTURE AT STRAIN =    0.6000
   2.040   2.209   0.206  <-- length of phase ellipsoid axes
  -49.33    0.95 -176.44  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
  136.19   53.66 -135.75   0.0003500
