TEXTURE AT STRAIN =    0.0500
   1.040   1.077   0.889  <-- length of phase ellipsoid axes
 -173.45    3.99 -164.13  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
  108.96   40.10 -110.09   0.0003500
