TEXTURE AT STRAIN =    0.1000
   1.082   1.157   0.791  <-- length of phase ellipsoid axes
 -168.87    3.63 -166.01  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
  113.47   40.82 -116.12   0.0003500
