  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.126   0.130   0.258
   0.025  25.000   0.128   0.131   0.261
   0.050  26.000   0.130   0.132   0.263
   0.075  24.000   0.130   0.132   0.263
   0.100  23.000   0.129   0.131   0.261
   0.125  24.000   0.127   0.129   0.257
   0.150  21.000   0.125   0.128   0.254
   0.175  21.000   0.124   0.128   0.254
   0.200  20.000   0.123   0.129   0.254
   0.225  21.000   0.122   0.129   0.254
   0.250  20.000   0.120   0.129   0.252
   0.275  20.000   0.117   0.127   0.249
   0.300  21.000   0.115   0.125   0.244
   0.325  21.000   0.112   0.122   0.238
   0.350  21.000   0.109   0.119   0.232
   0.375  21.000   0.106   0.115   0.225
   0.400  21.000   0.103   0.112   0.219
   0.425  21.000   0.100   0.109   0.212
   0.450  21.000   0.097   0.105   0.205
   0.475  21.000   0.094   0.102   0.199
   0.500  21.000   0.091   0.099   0.193
   0.525  21.000   0.088   0.096   0.187
   0.550  21.000   0.085   0.093   0.182
   0.575  21.000   0.083   0.090   0.177
   0.600  21.000   0.081   0.088   0.172
   0.625  21.000   0.079   0.086   0.167
   0.650  21.000   0.077   0.084   0.164
   0.675  21.000   0.076   0.082   0.160
   0.700  21.000   0.074   0.080   0.157
   0.725  20.000   0.074   0.079   0.155
   0.750  20.000   0.074   0.078   0.154
   0.775  21.000   0.074   0.078   0.153
   0.800  21.000   0.074   0.077   0.152
   0.825  20.000   0.074   0.077   0.152
   0.850  20.000   0.074   0.077   0.153
   0.875  20.000   0.075   0.077   0.153
   0.900  20.000   0.075   0.078   0.154
   0.925  20.000   0.075   0.078   0.154
   0.950  20.000   0.076   0.078   0.155
   0.975  21.000   0.076   0.078   0.155
   1.000  21.000   0.076   0.078   0.155
