  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.122   0.126   0.250
   0.025  26.000   0.122   0.126   0.249
   0.050  25.000   0.123   0.125   0.248
   0.075  23.000   0.123   0.124   0.247
   0.100  21.000   0.123   0.123   0.246
   0.125  21.000   0.123   0.122   0.245
   0.150  22.000   0.122   0.122   0.244
   0.175  23.000   0.121   0.121   0.243
   0.200  23.000   0.120   0.121   0.241
   0.225  23.000   0.118   0.120   0.239
   0.250  22.000   0.116   0.120   0.237
   0.275  21.000   0.114   0.119   0.235
   0.300  21.000   0.112   0.118   0.232
   0.325  21.000   0.110   0.117   0.229
   0.350  21.000   0.108   0.115   0.226
   0.375  23.000   0.106   0.114   0.223
   0.400  23.000   0.104   0.112   0.220
   0.425  23.000   0.102   0.111   0.217
   0.450  23.000   0.101   0.109   0.214
   0.475  21.000   0.099   0.108   0.210
   0.500  21.000   0.097   0.106   0.207
   0.525  21.000   0.096   0.104   0.204
   0.550  21.000   0.094   0.103   0.201
   0.575  21.000   0.093   0.101   0.197
   0.600  21.000   0.091   0.100   0.194
   0.625  21.000   0.090   0.098   0.191
   0.650  21.000   0.089   0.097   0.188
   0.675  21.000   0.087   0.095   0.186
   0.700  21.000   0.086   0.094   0.183
   0.725  21.000   0.085   0.092   0.180
   0.750  21.000   0.084   0.091   0.178
   0.775  23.000   0.083   0.090   0.175
   0.800  23.000   0.081   0.088   0.173
   0.825  23.000   0.080   0.087   0.171
   0.850  23.000   0.079   0.086   0.168
   0.875  23.000   0.079   0.085   0.166
   0.900  23.000   0.078   0.084   0.164
   0.925  23.000   0.077   0.083   0.162
   0.950  23.000   0.076   0.082   0.161
   0.975  23.000   0.075   0.081   0.159
   1.000  23.000   0.075   0.080   0.157
