  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.108   0.221   0.004   0.000   0.023   0.002   0.153
   0.025   5.000   0.105   0.226   0.003   0.000   0.019   0.002   0.163
   0.050   5.000   0.102   0.230   0.003   0.000   0.014   0.002   0.175
   0.075   6.000   0.098   0.233   0.003   0.000   0.010   0.001   0.184
   0.100   6.000   0.092   0.234   0.002   0.000   0.007   0.001   0.190
   0.125   6.000   0.086   0.236   0.002   0.000   0.005   0.001   0.193
   0.150   6.000   0.079   0.239   0.001   0.000   0.004   0.001   0.196
   0.175   6.000   0.072   0.244   0.001   0.000   0.003   0.001   0.199
   0.200   6.000   0.064   0.250   0.001   0.000   0.003   0.000   0.202
   0.225   6.000   0.057   0.256   0.000   0.000   0.002   0.000   0.207
   0.250   6.000   0.050   0.264   0.000   0.000   0.002   0.000   0.212
   0.275   6.000   0.044   0.272   0.000   0.000   0.002   0.000   0.217
   0.300   5.000   0.038   0.280   0.000   0.000   0.001   0.000   0.224
   0.325   5.000   0.032   0.288   0.000   0.000   0.001   0.000   0.230
   0.350   5.000   0.027   0.296   0.000   0.000   0.001   0.000   0.237
   0.375   5.000   0.022   0.304   0.000   0.000   0.001   0.000   0.244
   0.400   6.000   0.018   0.312   0.000   0.000   0.001   0.000   0.251
   0.425   5.000   0.015   0.320   0.000   0.000   0.000   0.000   0.258
   0.450   5.000   0.012   0.326   0.000   0.000   0.000   0.000   0.265
   0.475   5.000   0.009   0.333   0.000   0.000   0.000   0.000   0.272
   0.500   5.000   0.007   0.338   0.000   0.000   0.000   0.000   0.278
   0.525   5.000   0.005   0.344   0.000   0.000   0.000   0.000   0.285
   0.550   6.000   0.004   0.348   0.000   0.000   0.000   0.000   0.291
   0.575   6.000   0.003   0.352   0.000   0.000   0.000   0.000   0.296
   0.600   6.000   0.002   0.355   0.000   0.000   0.000   0.000   0.302
   0.625   6.000   0.001   0.358   0.001   0.000   0.000   0.000   0.307
   0.650   7.000   0.001   0.360   0.001   0.000   0.000   0.000   0.312
   0.675   7.000   0.000   0.361   0.002   0.000   0.000   0.000   0.316
   0.700   7.000   0.000   0.361   0.003   0.000   0.000   0.000   0.320
   0.725   7.000   0.000   0.361   0.005   0.000   0.000   0.000   0.323
   0.750   7.000   0.000   0.360   0.008   0.000   0.000   0.000   0.326
   0.775   7.000   0.000   0.358   0.011   0.000   0.000   0.000   0.328
   0.800   7.000   0.000   0.355   0.014   0.000   0.000   0.000   0.331
   0.825   8.000   0.000   0.351   0.018   0.000   0.000   0.000   0.332
   0.850   9.000   0.000   0.347   0.023   0.000   0.000   0.000   0.334
   0.875   9.000   0.000   0.343   0.028   0.000   0.000   0.000   0.335
   0.900   9.000   0.000   0.338   0.033   0.000   0.000   0.000   0.336
   0.925  10.000   0.000   0.332   0.039   0.000   0.000   0.000   0.337
   0.950  10.000   0.000   0.327   0.044   0.000   0.000   0.000   0.338
   0.975  10.000   0.000   0.321   0.050   0.000   0.000   0.000   0.339
   1.000  10.000   0.000   0.316   0.056   0.000   0.000   0.000   0.340
