  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.125   0.126   0.251
   0.025  23.000   0.125   0.127   0.253
   0.050  20.000   0.124   0.128   0.254
   0.075  18.000   0.124   0.129   0.255
   0.100  19.000   0.125   0.132   0.260
   0.125  20.000   0.127   0.135   0.266
   0.150  20.000   0.128   0.138   0.270
   0.175  20.000   0.128   0.139   0.271
   0.200  20.000   0.128   0.139   0.271
   0.225  21.000   0.127   0.138   0.269
   0.250  21.000   0.125   0.136   0.266
   0.275  21.000   0.123   0.134   0.262
   0.300  21.000   0.121   0.132   0.257
   0.325  21.000   0.118   0.129   0.252
   0.350  21.000   0.116   0.126   0.246
   0.375  22.000   0.113   0.123   0.240
   0.400  23.000   0.110   0.120   0.234
   0.425  23.000   0.107   0.117   0.228
   0.450  23.000   0.105   0.114   0.222
   0.475  23.000   0.102   0.111   0.216
   0.500  23.000   0.100   0.108   0.211
   0.525  23.000   0.097   0.105   0.206
   0.550  23.000   0.095   0.103   0.201
   0.575  22.000   0.093   0.100   0.197
   0.600  22.000   0.091   0.098   0.192
   0.625  22.000   0.089   0.096   0.188
   0.650  22.000   0.087   0.094   0.184
   0.675  21.000   0.086   0.093   0.181
   0.700  21.000   0.084   0.091   0.178
   0.725  21.000   0.083   0.089   0.175
   0.750  20.000   0.081   0.088   0.172
   0.775  20.000   0.080   0.086   0.169
   0.800  20.000   0.079   0.085   0.167
   0.825  20.000   0.078   0.084   0.164
   0.850  20.000   0.077   0.083   0.162
   0.875  20.000   0.076   0.082   0.160
   0.900  20.000   0.075   0.081   0.158
   0.925  20.000   0.074   0.080   0.156
   0.950  20.000   0.074   0.080   0.157
   0.975  20.000   0.074   0.080   0.157
   1.000  20.000   0.074   0.080   0.157
