  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.000   0.229   0.073   0.183   0.005   0.076
   0.025   5.000   0.000   0.225   0.074   0.184   0.005   0.075
   0.050   5.000   0.000   0.222   0.076   0.185   0.005   0.075
   0.075   5.000   0.000   0.219   0.077   0.186   0.005   0.076
   0.100   5.000   0.000   0.218   0.077   0.187   0.004   0.078
   0.125   6.000   0.000   0.216   0.077   0.187   0.004   0.079
   0.150   6.000   0.000   0.214   0.078   0.189   0.004   0.081
   0.175   6.000   0.000   0.212   0.079   0.193   0.004   0.083
   0.200   6.000   0.000   0.211   0.080   0.197   0.004   0.085
   0.225   6.000   0.000   0.209   0.082   0.204   0.004   0.087
   0.250   6.000   0.000   0.207   0.085   0.211   0.004   0.089
   0.275   6.000   0.000   0.206   0.088   0.219   0.004   0.090
   0.300   6.000   0.000   0.205   0.091   0.229   0.004   0.091
   0.325   6.000   0.000   0.204   0.094   0.239   0.004   0.091
   0.350   6.000   0.000   0.203   0.098   0.249   0.004   0.090
   0.375   6.000   0.000   0.202   0.102   0.261   0.004   0.088
   0.400   5.000   0.000   0.201   0.105   0.272   0.004   0.085
   0.425   5.000   0.000   0.199   0.109   0.284   0.004   0.082
   0.450   5.000   0.000   0.198   0.113   0.296   0.004   0.077
   0.475   5.000   0.000   0.197   0.117   0.309   0.005   0.072
   0.500   5.000   0.000   0.195   0.121   0.322   0.005   0.066
   0.525   5.000   0.000   0.194   0.125   0.334   0.005   0.059
   0.550   5.000   0.000   0.192   0.129   0.347   0.005   0.052
   0.575   4.000   0.000   0.191   0.133   0.359   0.005   0.045
   0.600   3.000   0.000   0.189   0.136   0.372   0.005   0.038
   0.625   3.000   0.000   0.187   0.140   0.383   0.006   0.031
   0.650   3.000   0.000   0.186   0.143   0.393   0.006   0.024
   0.675   3.000   0.000   0.184   0.146   0.403   0.006   0.018
   0.700   3.000   0.000   0.182   0.148   0.410   0.007   0.014
   0.725   3.000   0.000   0.180   0.150   0.416   0.007   0.011
   0.750   3.000   0.000   0.178   0.152   0.421   0.007   0.009
   0.775   3.000   0.000   0.176   0.152   0.424   0.007   0.010
   0.800   3.000   0.000   0.173   0.152   0.425   0.007   0.012
   0.825   3.000   0.000   0.170   0.150   0.425   0.007   0.017
   0.850   3.000   0.000   0.167   0.148   0.423   0.006   0.023
   0.875   3.000   0.000   0.164   0.144   0.421   0.006   0.030
   0.900   3.000   0.000   0.161   0.141   0.418   0.006   0.039
   0.925   3.000   0.000   0.157   0.137   0.415   0.005   0.048
   0.950   4.000   0.000   0.154   0.132   0.412   0.005   0.058
   0.975   4.000   0.000   0.150   0.128   0.408   0.005   0.068
   1.000   4.000   0.000   0.146   0.123   0.404   0.005   0.079
