  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.116   0.124   0.244
   0.025  26.000   0.118   0.126   0.247
   0.050  26.000   0.120   0.127   0.250
   0.075  26.000   0.121   0.128   0.251
   0.100  26.000   0.121   0.127   0.251
   0.125  26.000   0.121   0.126   0.250
   0.150  25.000   0.121   0.125   0.247
   0.175  25.000   0.121   0.123   0.244
   0.200  22.000   0.120   0.121   0.242
   0.225  21.000   0.120   0.120   0.241
   0.250  22.000   0.119   0.121   0.241
   0.275  23.000   0.118   0.121   0.240
   0.300  22.000   0.117   0.121   0.239
   0.325  22.000   0.115   0.120   0.238
   0.350  22.000   0.113   0.119   0.235
   0.375  22.000   0.111   0.118   0.232
   0.400  22.000   0.109   0.116   0.228
   0.425  23.000   0.107   0.114   0.224
   0.450  22.000   0.104   0.113   0.220
   0.475  22.000   0.102   0.111   0.216
   0.500  22.000   0.100   0.109   0.212
   0.525  20.000   0.099   0.107   0.209
   0.550  20.000   0.097   0.105   0.205
   0.575  20.000   0.095   0.103   0.201
   0.600  20.000   0.094   0.101   0.198
   0.625  20.000   0.092   0.100   0.195
   0.650  20.000   0.091   0.098   0.192
   0.675  20.000   0.089   0.096   0.189
   0.700  20.000   0.088   0.095   0.186
   0.725  20.000   0.087   0.094   0.183
   0.750  20.000   0.086   0.092   0.181
   0.775  20.000   0.085   0.091   0.179
   0.800  20.000   0.084   0.090   0.176
   0.825  20.000   0.083   0.089   0.174
   0.850  20.000   0.082   0.088   0.172
   0.875  21.000   0.081   0.087   0.170
   0.900  21.000   0.080   0.086   0.169
   0.925  21.000   0.080   0.085   0.167
   0.950  21.000   0.079   0.084   0.165
   0.975  21.000   0.078   0.083   0.163
   1.000  21.000   0.078   0.083   0.164
