TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -170.65  101.47 -144.39  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
  156.23   57.92 -101.19   0.0016500
