  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.119   0.112   0.228
   0.025  27.000   0.120   0.113   0.230
   0.050  27.000   0.121   0.113   0.231
   0.075  26.000   0.121   0.113   0.230
   0.100  27.000   0.120   0.112   0.229
   0.125  27.000   0.118   0.111   0.226
   0.150  27.000   0.116   0.109   0.222
   0.175  26.000   0.113   0.107   0.217
   0.200  25.000   0.110   0.104   0.212
   0.225  25.000   0.106   0.102   0.206
   0.250  25.000   0.103   0.099   0.200
   0.275  25.000   0.099   0.096   0.194
   0.300  24.000   0.096   0.093   0.188
   0.325  22.000   0.093   0.091   0.183
   0.350  20.000   0.091   0.089   0.179
   0.375  20.000   0.089   0.087   0.175
   0.400  21.000   0.087   0.086   0.172
   0.425  21.000   0.086   0.085   0.170
   0.450  22.000   0.085   0.084   0.168
   0.475  22.000   0.084   0.084   0.167
   0.500  22.000   0.083   0.084   0.167
   0.525  20.000   0.081   0.084   0.166
   0.550  19.000   0.081   0.084   0.165
   0.575  18.000   0.080   0.083   0.165
   0.600  16.000   0.080   0.084   0.166
   0.625  19.000   0.082   0.086   0.170
   0.650  19.000   0.084   0.089   0.175
   0.675  20.000   0.086   0.091   0.179
   0.700  21.000   0.088   0.093   0.183
   0.725  21.000   0.089   0.095   0.186
   0.750  21.000   0.089   0.096   0.188
   0.775  21.000   0.089   0.096   0.188
   0.800  23.000   0.089   0.096   0.188
   0.825  22.000   0.089   0.096   0.188
   0.850  22.000   0.088   0.095   0.187
   0.875  22.000   0.088   0.095   0.185
   0.900  21.000   0.087   0.094   0.184
   0.925  21.000   0.086   0.093   0.182
   0.950  20.000   0.085   0.092   0.181
   0.975  20.000   0.085   0.091   0.179
   1.000  20.000   0.084   0.090   0.177
