  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.009   0.006   0.273   0.000   0.000   0.000   0.197
   0.025   6.000   0.011   0.004   0.271   0.000   0.000   0.000   0.195
   0.050   6.000   0.013   0.002   0.269   0.000   0.000   0.000   0.194
   0.075   7.000   0.016   0.001   0.266   0.000   0.000   0.000   0.194
   0.100   7.000   0.018   0.001   0.263   0.000   0.000   0.000   0.195
   0.125   7.000   0.021   0.000   0.259   0.000   0.000   0.000   0.196
   0.150   7.000   0.024   0.000   0.256   0.000   0.000   0.000   0.198
   0.175   7.000   0.027   0.000   0.253   0.000   0.000   0.000   0.201
   0.200   7.000   0.030   0.000   0.250   0.000   0.000   0.000   0.205
   0.225   7.000   0.033   0.000   0.247   0.000   0.000   0.000   0.210
   0.250   7.000   0.037   0.000   0.245   0.000   0.000   0.000   0.215
   0.275   7.000   0.040   0.000   0.242   0.000   0.000   0.000   0.220
   0.300   7.000   0.044   0.000   0.240   0.000   0.000   0.000   0.226
   0.325   7.000   0.047   0.000   0.238   0.000   0.000   0.000   0.232
   0.350   7.000   0.051   0.000   0.236   0.000   0.000   0.000   0.238
   0.375   6.000   0.055   0.000   0.234   0.000   0.000   0.000   0.244
   0.400   6.000   0.059   0.000   0.232   0.000   0.000   0.000   0.250
   0.425   7.000   0.063   0.000   0.230   0.000   0.000   0.000   0.256
   0.450   7.000   0.067   0.000   0.229   0.000   0.000   0.000   0.262
   0.475   7.000   0.072   0.000   0.227   0.000   0.000   0.000   0.267
   0.500   7.000   0.076   0.000   0.226   0.000   0.000   0.000   0.273
   0.525   7.000   0.080   0.000   0.224   0.000   0.000   0.000   0.278
   0.550   7.000   0.084   0.000   0.223   0.000   0.000   0.000   0.283
   0.575   7.000   0.088   0.000   0.221   0.000   0.000   0.000   0.288
   0.600   7.000   0.092   0.000   0.220   0.000   0.000   0.000   0.293
   0.625   7.000   0.096   0.000   0.219   0.000   0.000   0.000   0.297
   0.650   7.000   0.100   0.000   0.218   0.000   0.000   0.000   0.301
   0.675   7.000   0.104   0.000   0.216   0.000   0.000   0.000   0.305
   0.700   7.000   0.107   0.000   0.215   0.000   0.000   0.000   0.309
   0.725   7.000   0.111   0.000   0.214   0.000   0.000   0.000   0.313
   0.750   7.000   0.114   0.000   0.213   0.000   0.000   0.000   0.316
   0.775   7.000   0.117   0.000   0.212   0.000   0.000   0.000   0.319
   0.800   7.000   0.120   0.000   0.211   0.000   0.000   0.000   0.322
   0.825   7.000   0.123   0.000   0.210   0.000   0.000   0.000   0.325
   0.850   7.000   0.126   0.000   0.209   0.000   0.000   0.000   0.328
   0.875   7.000   0.128   0.000   0.209   0.000   0.000   0.000   0.330
   0.900   7.000   0.131   0.000   0.208   0.000   0.000   0.000   0.333
   0.925   7.000   0.133   0.001   0.207   0.000   0.000   0.000   0.335
   0.950   7.000   0.135   0.001   0.206   0.000   0.000   0.000   0.337
   0.975   7.000   0.138   0.001   0.206   0.000   0.000   0.000   0.339
   1.000   7.000   0.140   0.001   0.205   0.000   0.000   0.000   0.341
