  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.023   0.000   0.216   0.014   0.243   0.033
   0.025   6.000   0.024   0.000   0.208   0.014   0.243   0.034
   0.050   6.000   0.026   0.000   0.202   0.014   0.245   0.035
   0.075   6.000   0.027   0.000   0.197   0.014   0.246   0.037
   0.100   6.000   0.029   0.000   0.193   0.013   0.249   0.039
   0.125   6.000   0.031   0.000   0.190   0.013   0.252   0.042
   0.150   5.000   0.032   0.000   0.189   0.013   0.255   0.046
   0.175   5.000   0.034   0.000   0.187   0.012   0.257   0.050
   0.200   5.000   0.036   0.000   0.187   0.012   0.260   0.055
   0.225   5.000   0.037   0.000   0.186   0.012   0.263   0.062
   0.250   5.000   0.039   0.000   0.185   0.011   0.265   0.069
   0.275   5.000   0.040   0.000   0.185   0.011   0.267   0.077
   0.300   5.000   0.041   0.000   0.183   0.011   0.269   0.086
   0.325   6.000   0.042   0.000   0.182   0.011   0.270   0.096
   0.350   7.000   0.042   0.000   0.180   0.011   0.271   0.107
   0.375   7.000   0.043   0.000   0.178   0.011   0.272   0.118
   0.400   7.000   0.043   0.000   0.175   0.011   0.272   0.129
   0.425   7.000   0.044   0.000   0.171   0.011   0.272   0.140
   0.450   7.000   0.044   0.000   0.168   0.011   0.272   0.152
   0.475   8.000   0.045   0.000   0.164   0.011   0.272   0.164
   0.500   8.000   0.045   0.000   0.160   0.011   0.272   0.175
   0.525   8.000   0.046   0.000   0.156   0.011   0.272   0.187
   0.550   8.000   0.046   0.000   0.152   0.012   0.272   0.199
   0.575   8.000   0.046   0.000   0.148   0.012   0.272   0.210
   0.600   8.000   0.046   0.000   0.143   0.013   0.272   0.221
   0.625   8.000   0.047   0.000   0.139   0.013   0.271   0.233
   0.650   8.000   0.046   0.000   0.135   0.013   0.271   0.243
   0.675   9.000   0.046   0.000   0.131   0.014   0.270   0.254
   0.700  10.000   0.046   0.000   0.126   0.014   0.270   0.264
   0.725  10.000   0.046   0.000   0.122   0.015   0.269   0.274
   0.750  10.000   0.046   0.000   0.118   0.015   0.268   0.284
   0.775  10.000   0.045   0.000   0.115   0.016   0.268   0.293
   0.800  10.000   0.045   0.000   0.111   0.016   0.267   0.302
   0.825  10.000   0.044   0.000   0.107   0.017   0.266   0.311
   0.850  10.000   0.044   0.000   0.104   0.018   0.265   0.319
   0.875  10.000   0.043   0.000   0.100   0.018   0.264   0.327
   0.900  10.000   0.043   0.000   0.097   0.019   0.263   0.335
   0.925  10.000   0.043   0.000   0.094   0.019   0.262   0.342
   0.950  10.000   0.042   0.000   0.091   0.020   0.260   0.347
   0.975  10.000   0.041   0.000   0.087   0.020   0.258   0.353
   1.000  10.000   0.041   0.000   0.084   0.021   0.256   0.358
