  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.123   0.129   0.255
   0.025  27.000   0.123   0.129   0.254
   0.050  28.000   0.123   0.128   0.252
   0.075  28.000   0.122   0.126   0.250
   0.100  25.000   0.122   0.125   0.248
   0.125  25.000   0.122   0.123   0.245
   0.150  21.000   0.121   0.121   0.242
   0.175  21.000   0.121   0.120   0.240
   0.200  21.000   0.120   0.119   0.238
   0.225  22.000   0.118   0.118   0.236
   0.250  23.000   0.116   0.118   0.234
   0.275  23.000   0.114   0.117   0.232
   0.300  22.000   0.112   0.116   0.230
   0.325  21.000   0.110   0.115   0.227
   0.350  21.000   0.108   0.114   0.224
   0.375  21.000   0.106   0.113   0.221
   0.400  22.000   0.104   0.111   0.218
   0.425  23.000   0.102   0.110   0.215
   0.450  23.000   0.100   0.108   0.212
   0.475  22.000   0.099   0.107   0.209
   0.500  21.000   0.097   0.106   0.206
   0.525  21.000   0.096   0.104   0.203
   0.550  21.000   0.094   0.103   0.200
   0.575  21.000   0.093   0.101   0.197
   0.600  21.000   0.091   0.100   0.195
   0.625  21.000   0.090   0.098   0.192
   0.650  21.000   0.089   0.097   0.189
   0.675  21.000   0.088   0.095   0.186
   0.700  21.000   0.087   0.094   0.184
   0.725  21.000   0.085   0.093   0.181
   0.750  22.000   0.084   0.092   0.179
   0.775  23.000   0.083   0.090   0.177
   0.800  23.000   0.082   0.089   0.174
   0.825  23.000   0.081   0.088   0.172
   0.850  23.000   0.080   0.087   0.170
   0.875  23.000   0.080   0.086   0.168
   0.900  23.000   0.079   0.085   0.166
   0.925  23.000   0.078   0.084   0.164
   0.950  23.000   0.077   0.083   0.163
   0.975  23.000   0.076   0.082   0.161
   1.000  23.000   0.076   0.081   0.159
