  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.130   0.134   0.265
   0.025  21.000   0.132   0.136   0.269
   0.050  21.000   0.133   0.137   0.272
   0.075  22.000   0.133   0.138   0.272
   0.100  23.000   0.132   0.137   0.271
   0.125  23.000   0.131   0.136   0.269
   0.150  23.000   0.129   0.134   0.265
   0.175  23.000   0.126   0.131   0.259
   0.200  22.000   0.123   0.128   0.253
   0.225  22.000   0.119   0.124   0.246
   0.250  22.000   0.115   0.121   0.238
   0.275  23.000   0.111   0.117   0.231
   0.300  23.000   0.108   0.113   0.223
   0.325  23.000   0.104   0.109   0.215
   0.350  23.000   0.100   0.106   0.208
   0.375  23.000   0.097   0.102   0.201
   0.400  21.000   0.094   0.099   0.195
   0.425  22.000   0.091   0.096   0.188
   0.450  22.000   0.088   0.093   0.182
   0.475  22.000   0.085   0.090   0.177
   0.500  22.000   0.083   0.087   0.172
   0.525  22.000   0.080   0.085   0.167
   0.550  22.000   0.078   0.083   0.163
   0.575  22.000   0.076   0.080   0.158
   0.600  21.000   0.074   0.078   0.154
   0.625  21.000   0.073   0.077   0.151
   0.650  21.000   0.071   0.075   0.147
   0.675  21.000   0.070   0.073   0.144
   0.700  21.000   0.068   0.072   0.141
   0.725  21.000   0.067   0.070   0.138
   0.750  21.000   0.066   0.069   0.136
   0.775  21.000   0.065   0.067   0.133
   0.800  21.000   0.064   0.066   0.131
   0.825  21.000   0.063   0.065   0.128
   0.850  21.000   0.062   0.064   0.126
   0.875  22.000   0.061   0.063   0.124
   0.900  23.000   0.060   0.062   0.122
   0.925  23.000   0.060   0.061   0.122
   0.950  23.000   0.060   0.061   0.122
   0.975  23.000   0.060   0.061   0.121
   1.000  23.000   0.060   0.061   0.121
