  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.109   0.117   0.230
   0.025  20.000   0.110   0.119   0.234
   0.050  20.000   0.111   0.121   0.236
   0.075  19.000   0.111   0.121   0.237
   0.100  19.000   0.111   0.120   0.235
   0.125  19.000   0.111   0.119   0.234
   0.150  19.000   0.112   0.121   0.237
   0.175  21.000   0.115   0.124   0.243
   0.200  21.000   0.118   0.127   0.249
   0.225  21.000   0.119   0.129   0.252
   0.250  23.000   0.119   0.129   0.252
   0.275  23.000   0.118   0.129   0.251
   0.300  21.000   0.117   0.127   0.249
   0.325  21.000   0.116   0.126   0.246
   0.350  21.000   0.114   0.124   0.241
   0.375  21.000   0.112   0.121   0.237
   0.400  21.000   0.109   0.119   0.232
   0.425  21.000   0.107   0.116   0.227
   0.450  22.000   0.105   0.114   0.223
   0.475  23.000   0.103   0.111   0.218
   0.500  23.000   0.101   0.109   0.213
   0.525  22.000   0.099   0.106   0.208
   0.550  22.000   0.097   0.104   0.204
   0.575  22.000   0.095   0.102   0.200
   0.600  22.000   0.093   0.100   0.196
   0.625  22.000   0.091   0.098   0.192
   0.650  22.000   0.089   0.096   0.189
   0.675  22.000   0.088   0.094   0.185
   0.700  22.000   0.086   0.093   0.182
   0.725  22.000   0.085   0.091   0.179
   0.750  22.000   0.083   0.090   0.176
   0.775  21.000   0.082   0.088   0.173
   0.800  21.000   0.081   0.087   0.171
   0.825  21.000   0.080   0.086   0.168
   0.850  21.000   0.079   0.085   0.166
   0.875  21.000   0.078   0.084   0.164
   0.900  21.000   0.077   0.083   0.162
   0.925  21.000   0.076   0.082   0.160
   0.950  20.000   0.075   0.081   0.158
   0.975  21.000   0.074   0.080   0.156
   1.000  20.000   0.074   0.080   0.157
