  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.116   0.121   0.238
   0.025  22.000   0.117   0.122   0.242
   0.050  23.000   0.118   0.124   0.244
   0.075  22.000   0.118   0.124   0.245
   0.100  21.000   0.118   0.124   0.245
   0.125  21.000   0.117   0.124   0.244
   0.150  22.000   0.116   0.123   0.241
   0.175  21.000   0.114   0.121   0.238
   0.200  21.000   0.111   0.119   0.233
   0.225  18.000   0.109   0.116   0.227
   0.250  18.000   0.106   0.113   0.221
   0.275  17.000   0.105   0.111   0.219
   0.300  18.000   0.105   0.112   0.220
   0.325  20.000   0.105   0.112   0.221
   0.350  21.000   0.105   0.112   0.221
   0.375  21.000   0.104   0.112   0.219
   0.400  22.000   0.103   0.111   0.217
   0.425  23.000   0.101   0.109   0.214
   0.450  23.000   0.099   0.107   0.210
   0.475  22.000   0.097   0.105   0.206
   0.500  21.000   0.095   0.103   0.202
   0.525  21.000   0.094   0.101   0.198
   0.550  21.000   0.092   0.099   0.194
   0.575  21.000   0.091   0.097   0.191
   0.600  21.000   0.090   0.096   0.188
   0.625  21.000   0.089   0.094   0.185
   0.650  21.000   0.088   0.093   0.183
   0.675  21.000   0.087   0.092   0.181
   0.700  21.000   0.086   0.091   0.179
   0.725  22.000   0.085   0.090   0.177
   0.750  22.000   0.084   0.089   0.175
   0.775  22.000   0.083   0.088   0.173
   0.800  21.000   0.082   0.087   0.171
   0.825  21.000   0.081   0.086   0.169
   0.850  21.000   0.080   0.085   0.167
   0.875  21.000   0.079   0.084   0.165
   0.900  21.000   0.078   0.083   0.163
   0.925  21.000   0.077   0.082   0.161
   0.950  21.000   0.076   0.081   0.159
   0.975  21.000   0.075   0.080   0.157
   1.000  21.000   0.074   0.079   0.156
