  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.094   0.096   0.191
   0.025  20.000   0.095   0.097   0.192
   0.050  22.000   0.096   0.099   0.197
   0.075  23.000   0.098   0.102   0.201
   0.100  24.000   0.098   0.104   0.204
   0.125  25.000   0.099   0.105   0.206
   0.150  26.000   0.099   0.105   0.207
   0.175  26.000   0.098   0.105   0.206
   0.200  26.000   0.097   0.105   0.205
   0.225  27.000   0.096   0.104   0.203
   0.250  28.000   0.094   0.102   0.200
   0.275  29.000   0.093   0.101   0.197
   0.300  28.000   0.091   0.099   0.193
   0.325  28.000   0.089   0.097   0.189
   0.350  28.000   0.087   0.095   0.185
   0.375  28.000   0.085   0.093   0.181
   0.400  28.000   0.083   0.091   0.177
   0.425  28.000   0.081   0.089   0.173
   0.450  28.000   0.079   0.087   0.169
   0.475  28.000   0.078   0.085   0.165
   0.500  28.000   0.076   0.083   0.161
   0.525  28.000   0.074   0.081   0.158
   0.550  28.000   0.073   0.079   0.154
   0.575  28.000   0.071   0.077   0.151
   0.600  28.000   0.069   0.076   0.148
   0.625  28.000   0.068   0.074   0.145
   0.650  28.000   0.067   0.073   0.142
   0.675  28.000   0.065   0.071   0.139
   0.700  28.000   0.064   0.070   0.136
   0.725  28.000   0.063   0.069   0.134
   0.750  29.000   0.062   0.067   0.132
   0.775  29.000   0.061   0.066   0.129
   0.800  30.000   0.060   0.065   0.127
   0.825  30.000   0.059   0.064   0.125
   0.850  30.000   0.058   0.063   0.123
   0.875  30.000   0.057   0.062   0.122
   0.900  29.000   0.057   0.061   0.120
   0.925  29.000   0.056   0.061   0.118
   0.950  29.000   0.055   0.060   0.117
   0.975  29.000   0.055   0.059   0.115
   1.000  29.000   0.054   0.058   0.114
