  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.114   0.116   0.230
   0.025  27.000   0.116   0.119   0.236
   0.050  27.000   0.118   0.121   0.241
   0.075  27.000   0.120   0.124   0.245
   0.100  29.000   0.120   0.125   0.247
   0.125  29.000   0.120   0.126   0.248
   0.150  28.000   0.119   0.126   0.247
   0.175  28.000   0.117   0.125   0.245
   0.200  28.000   0.115   0.123   0.241
   0.225  28.000   0.112   0.120   0.236
   0.250  28.000   0.109   0.117   0.229
   0.275  27.000   0.105   0.114   0.223
   0.300  27.000   0.102   0.110   0.216
   0.325  28.000   0.099   0.107   0.209
   0.350  29.000   0.095   0.103   0.202
   0.375  29.000   0.092   0.099   0.195
   0.400  29.000   0.089   0.096   0.188
   0.425  28.000   0.086   0.093   0.182
   0.450  28.000   0.083   0.090   0.176
   0.475  27.000   0.081   0.087   0.170
   0.500  27.000   0.078   0.084   0.165
   0.525  27.000   0.076   0.082   0.160
   0.550  27.000   0.074   0.079   0.156
   0.575  27.000   0.072   0.077   0.152
   0.600  28.000   0.070   0.075   0.148
   0.625  28.000   0.069   0.074   0.144
   0.650  28.000   0.067   0.072   0.141
   0.675  28.000   0.066   0.070   0.138
   0.700  28.000   0.065   0.069   0.135
   0.725  28.000   0.063   0.067   0.133
   0.750  28.000   0.062   0.066   0.130
   0.775  28.000   0.061   0.065   0.128
   0.800  28.000   0.060   0.064   0.126
   0.825  28.000   0.059   0.063   0.124
   0.850  28.000   0.058   0.062   0.122
   0.875  28.000   0.058   0.061   0.120
   0.900  28.000   0.057   0.061   0.120
   0.925  28.000   0.057   0.061   0.120
   0.950  28.000   0.057   0.061   0.120
   0.975  27.000   0.057   0.061   0.120
   1.000  27.000   0.057   0.061   0.120
