  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.000   0.052   0.258   0.001   0.207   0.021
   0.025   5.000   0.000   0.050   0.251   0.001   0.204   0.023
   0.050   5.000   0.000   0.048   0.245   0.001   0.201   0.025
   0.075   6.000   0.000   0.046   0.240   0.001   0.198   0.027
   0.100   6.000   0.000   0.045   0.236   0.001   0.195   0.030
   0.125   6.000   0.000   0.044   0.233   0.001   0.194   0.033
   0.150   6.000   0.000   0.044   0.232   0.001   0.194   0.038
   0.175   6.000   0.000   0.043   0.233   0.001   0.194   0.042
   0.200   6.000   0.000   0.042   0.234   0.001   0.196   0.048
   0.225   6.000   0.000   0.042   0.237   0.001   0.198   0.055
   0.250   6.000   0.000   0.041   0.239   0.001   0.201   0.062
   0.275   6.000   0.000   0.040   0.242   0.001   0.204   0.071
   0.300   6.000   0.000   0.038   0.245   0.001   0.208   0.080
   0.325   6.000   0.000   0.037   0.247   0.001   0.211   0.090
   0.350   6.000   0.000   0.035   0.249   0.001   0.215   0.100
   0.375   7.000   0.001   0.034   0.250   0.001   0.218   0.111
   0.400   7.000   0.001   0.032   0.250   0.001   0.221   0.122
   0.425   7.000   0.001   0.030   0.250   0.001   0.224   0.134
   0.450   7.000   0.001   0.028   0.249   0.001   0.226   0.145
   0.475   7.000   0.001   0.026   0.248   0.001   0.229   0.157
   0.500   7.000   0.001   0.024   0.246   0.001   0.230   0.169
   0.525   7.000   0.001   0.022   0.244   0.001   0.232   0.181
   0.550   7.000   0.001   0.021   0.242   0.001   0.233   0.193
   0.575   7.000   0.001   0.019   0.239   0.001   0.234   0.205
   0.600   7.000   0.001   0.018   0.236   0.001   0.235   0.216
   0.625   7.000   0.001   0.016   0.232   0.001   0.235   0.227
   0.650   7.000   0.001   0.015   0.229   0.001   0.236   0.238
   0.675   8.000   0.001   0.014   0.225   0.001   0.236   0.249
   0.700   8.000   0.001   0.013   0.222   0.001   0.235   0.259
   0.725   8.000   0.001   0.012   0.218   0.002   0.235   0.269
   0.750   9.000   0.001   0.011   0.215   0.002   0.235   0.279
   0.775   9.000   0.001   0.010   0.211   0.002   0.234   0.288
   0.800   9.000   0.001   0.009   0.208   0.002   0.234   0.297
   0.825   9.000   0.001   0.009   0.204   0.002   0.233   0.305
   0.850   9.000   0.001   0.008   0.201   0.002   0.232   0.314
   0.875   9.000   0.001   0.007   0.198   0.002   0.232   0.321
   0.900  10.000   0.001   0.007   0.194   0.002   0.230   0.327
   0.925  10.000   0.001   0.007   0.191   0.002   0.228   0.333
   0.950  10.000   0.001   0.006   0.188   0.002   0.227   0.338
   0.975  10.000   0.001   0.006   0.185   0.002   0.225   0.343
   1.000  10.000   0.001   0.006   0.182   0.002   0.224   0.348
