  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000  10.000   0.000   0.000   0.000   0.001   0.015   0.036   0.394
   0.025  10.000   0.000   0.000   0.000   0.001   0.016   0.039   0.388
   0.050  10.000   0.000   0.000   0.000   0.001   0.017   0.042   0.385
   0.075  10.000   0.000   0.000   0.000   0.001   0.018   0.045   0.384
   0.100  10.000   0.000   0.000   0.000   0.001   0.019   0.048   0.382
   0.125  10.000   0.000   0.000   0.000   0.001   0.021   0.052   0.376
   0.150  10.000   0.000   0.000   0.000   0.001   0.022   0.055   0.366
   0.175  10.000   0.000   0.000   0.000   0.001   0.022   0.058   0.359
   0.200  10.000   0.000   0.000   0.000   0.002   0.022   0.062   0.355
   0.225  10.000   0.000   0.000   0.000   0.002   0.022   0.066   0.354
   0.250  10.000   0.000   0.000   0.000   0.002   0.022   0.070   0.356
   0.275  10.000   0.000   0.000   0.000   0.002   0.022   0.074   0.360
   0.300  10.000   0.000   0.000   0.000   0.003   0.023   0.078   0.364
   0.325  10.000   0.000   0.000   0.000   0.003   0.023   0.082   0.370
   0.350  10.000   0.001   0.000   0.001   0.003   0.024   0.086   0.376
   0.375  10.000   0.001   0.000   0.001   0.003   0.024   0.091   0.383
   0.400  10.000   0.001   0.000   0.001   0.004   0.025   0.095   0.389
   0.425  10.000   0.001   0.000   0.001   0.004   0.026   0.099   0.395
   0.450  10.000   0.001   0.000   0.001   0.004   0.027   0.103   0.401
   0.475  10.000   0.002   0.000   0.001   0.004   0.028   0.106   0.407
   0.500  10.000   0.002   0.000   0.002   0.004   0.029   0.110   0.412
   0.525  10.000   0.002   0.000   0.002   0.004   0.030   0.114   0.417
   0.550  10.000   0.003   0.000   0.002   0.004   0.031   0.117   0.421
   0.575  10.000   0.003   0.000   0.002   0.005   0.032   0.121   0.425
   0.600  10.000   0.003   0.000   0.002   0.005   0.033   0.124   0.428
   0.625  10.000   0.004   0.000   0.003   0.005   0.034   0.127   0.431
   0.650  10.000   0.005   0.000   0.003   0.005   0.035   0.130   0.434
   0.675  10.000   0.005   0.000   0.003   0.005   0.036   0.133   0.436
   0.700  10.000   0.006   0.000   0.003   0.005   0.038   0.135   0.438
   0.725  10.000   0.006   0.001   0.004   0.005   0.039   0.138   0.440
   0.750  10.000   0.007   0.001   0.004   0.005   0.040   0.141   0.442
   0.775  11.000   0.008   0.001   0.004   0.005   0.041   0.143   0.443
   0.800  11.000   0.008   0.001   0.004   0.005   0.042   0.145   0.444
   0.825  11.000   0.009   0.001   0.004   0.005   0.043   0.147   0.445
   0.850  11.000   0.010   0.001   0.004   0.005   0.044   0.149   0.446
   0.875  11.000   0.010   0.001   0.005   0.005   0.045   0.151   0.446
   0.900  11.000   0.011   0.002   0.005   0.005   0.047   0.153   0.447
   0.925  11.000   0.012   0.002   0.005   0.005   0.048   0.155   0.447
   0.950  11.000   0.012   0.002   0.005   0.005   0.049   0.156   0.447
   0.975  11.000   0.013   0.002   0.005   0.005   0.050   0.157   0.445
   1.000  11.000   0.014   0.003   0.005   0.005   0.051   0.158   0.442
