  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.107   0.111   0.220
   0.025  21.000   0.108   0.112   0.221
   0.050  21.000   0.109   0.112   0.221
   0.075  22.000   0.109   0.111   0.221
   0.100  24.000   0.108   0.111   0.220
   0.125  26.000   0.108   0.110   0.219
   0.150  26.000   0.106   0.110   0.218
   0.175  25.000   0.104   0.109   0.216
   0.200  26.000   0.102   0.108   0.213
   0.225  27.000   0.099   0.106   0.208
   0.250  28.000   0.096   0.104   0.203
   0.275  27.000   0.093   0.101   0.197
   0.300  28.000   0.090   0.098   0.191
   0.325  29.000   0.087   0.095   0.185
   0.350  29.000   0.084   0.091   0.179
   0.375  29.000   0.081   0.088   0.172
   0.400  30.000   0.079   0.085   0.167
   0.425  29.000   0.076   0.082   0.161
   0.450  28.000   0.073   0.079   0.155
   0.475  27.000   0.071   0.077   0.150
   0.500  27.000   0.069   0.074   0.145
   0.525  27.000   0.067   0.072   0.141
   0.550  27.000   0.065   0.070   0.137
   0.575  27.000   0.063   0.068   0.133
   0.600  29.000   0.061   0.066   0.130
   0.625  29.000   0.060   0.065   0.127
   0.650  28.000   0.058   0.064   0.124
   0.675  28.000   0.057   0.062   0.122
   0.700  27.000   0.057   0.061   0.120
   0.725  28.000   0.056   0.061   0.119
   0.750  27.000   0.057   0.060   0.118
   0.775  27.000   0.057   0.059   0.117
   0.800  27.000   0.058   0.059   0.117
   0.825  25.000   0.059   0.059   0.117
   0.850  22.000   0.060   0.059   0.118
   0.875  21.000   0.060   0.059   0.119
   0.900  22.000   0.061   0.060   0.120
   0.925  22.000   0.061   0.060   0.121
   0.950  23.000   0.061   0.061   0.122
   0.975  23.000   0.061   0.062   0.123
   1.000  22.000   0.061   0.062   0.124
