  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.129   0.129   0.258
   0.025  22.000   0.130   0.131   0.261
   0.050  21.000   0.131   0.131   0.262
   0.075  20.000   0.131   0.131   0.262
   0.100  20.000   0.132   0.133   0.265
   0.125  21.000   0.134   0.135   0.270
   0.150  21.000   0.135   0.138   0.274
   0.175  21.000   0.135   0.139   0.275
   0.200  20.000   0.133   0.139   0.274
   0.225  21.000   0.131   0.138   0.272
   0.250  21.000   0.129   0.136   0.268
   0.275  22.000   0.126   0.134   0.264
   0.300  22.000   0.124   0.132   0.259
   0.325  22.000   0.121   0.130   0.254
   0.350  23.000   0.118   0.127   0.248
   0.375  23.000   0.115   0.124   0.243
   0.400  23.000   0.112   0.121   0.237
   0.425  22.000   0.109   0.118   0.231
   0.450  22.000   0.106   0.115   0.226
   0.475  21.000   0.104   0.113   0.220
   0.500  21.000   0.101   0.110   0.215
   0.525  21.000   0.099   0.108   0.210
   0.550  21.000   0.097   0.105   0.206
   0.575  21.000   0.095   0.103   0.201
   0.600  21.000   0.093   0.101   0.197
   0.625  21.000   0.091   0.099   0.193
   0.650  21.000   0.089   0.097   0.189
   0.675  20.000   0.088   0.095   0.186
   0.700  20.000   0.086   0.093   0.182
   0.725  20.000   0.085   0.092   0.179
   0.750  20.000   0.083   0.090   0.176
   0.775  20.000   0.082   0.089   0.174
   0.800  20.000   0.081   0.088   0.171
   0.825  20.000   0.080   0.086   0.169
   0.850  20.000   0.079   0.085   0.167
   0.875  20.000   0.078   0.084   0.164
   0.900  20.000   0.077   0.083   0.162
   0.925  20.000   0.077   0.083   0.163
   0.950  20.000   0.077   0.083   0.163
   0.975  20.000   0.077   0.083   0.163
   1.000  20.000   0.077   0.083   0.163
