  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.016   0.244   0.000   0.242   0.033   0.036
   0.025   5.000   0.013   0.243   0.000   0.247   0.035   0.033
   0.050   4.000   0.011   0.242   0.000   0.253   0.036   0.030
   0.075   4.000   0.009   0.242   0.000   0.260   0.039   0.027
   0.100   4.000   0.007   0.243   0.000   0.267   0.041   0.025
   0.125   3.000   0.005   0.244   0.000   0.275   0.044   0.022
   0.150   3.000   0.004   0.245   0.000   0.284   0.048   0.020
   0.175   3.000   0.002   0.247   0.000   0.293   0.052   0.018
   0.200   3.000   0.001   0.249   0.000   0.302   0.056   0.016
   0.225   3.000   0.001   0.251   0.001   0.311   0.060   0.014
   0.250   3.000   0.000   0.251   0.001   0.320   0.064   0.013
   0.275   3.000   0.000   0.249   0.003   0.327   0.066   0.012
   0.300   3.000   0.000   0.245   0.006   0.333   0.068   0.011
   0.325   3.000   0.000   0.239   0.010   0.338   0.068   0.012
   0.350   3.000   0.000   0.232   0.014   0.343   0.068   0.014
   0.375   4.000   0.000   0.224   0.017   0.346   0.067   0.018
   0.400   4.000   0.000   0.212   0.020   0.340   0.061   0.022
   0.425   4.000   0.000   0.201   0.022   0.331   0.056   0.025
   0.450   4.000   0.000   0.192   0.024   0.325   0.052   0.028
   0.475   4.000   0.000   0.186   0.026   0.320   0.048   0.031
   0.500   4.000   0.000   0.180   0.028   0.316   0.046   0.033
   0.525   4.000   0.000   0.176   0.030   0.314   0.044   0.036
   0.550   4.000   0.000   0.173   0.032   0.312   0.042   0.038
   0.575   5.000   0.000   0.170   0.033   0.311   0.040   0.041
   0.600   5.000   0.000   0.167   0.035   0.311   0.038   0.044
   0.625   5.000   0.000   0.165   0.037   0.311   0.037   0.048
   0.650   5.000   0.000   0.162   0.038   0.311   0.035   0.052
   0.675   5.000   0.000   0.160   0.040   0.312   0.034   0.056
   0.700   6.000   0.000   0.158   0.041   0.313   0.033   0.061
   0.725   6.000   0.000   0.155   0.042   0.314   0.031   0.066
   0.750   6.000   0.000   0.153   0.043   0.315   0.030   0.071
   0.775   6.000   0.000   0.151   0.043   0.316   0.029   0.077
   0.800   6.000   0.000   0.149   0.043   0.317   0.027   0.082
   0.825   6.000   0.000   0.146   0.044   0.318   0.026   0.089
   0.850   6.000   0.000   0.144   0.043   0.318   0.025   0.095
   0.875   6.000   0.000   0.142   0.043   0.319   0.024   0.101
   0.900   6.000   0.000   0.140   0.043   0.319   0.023   0.108
   0.925   7.000   0.000   0.138   0.042   0.319   0.022   0.115
   0.950   7.000   0.000   0.135   0.042   0.319   0.021   0.122
   0.975   7.000   0.000   0.133   0.041   0.319   0.020   0.129
   1.000   8.000   0.000   0.131   0.040   0.319   0.019   0.136
