  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.108   0.103   0.209
   0.025  25.000   0.108   0.102   0.208
   0.050  25.000   0.107   0.101   0.205
   0.075  26.000   0.105   0.099   0.202
   0.100  24.000   0.102   0.097   0.197
   0.125  23.000   0.098   0.095   0.192
   0.150  24.000   0.095   0.092   0.186
   0.175  22.000   0.092   0.090   0.182
   0.200  24.000   0.091   0.090   0.180
   0.225  26.000   0.091   0.090   0.181
   0.250  24.000   0.090   0.091   0.182
   0.275  26.000   0.089   0.092   0.182
   0.300  26.000   0.087   0.091   0.180
   0.325  26.000   0.086   0.091   0.178
   0.350  26.000   0.084   0.089   0.175
   0.375  28.000   0.081   0.087   0.171
   0.400  30.000   0.079   0.085   0.167
   0.425  30.000   0.077   0.083   0.162
   0.450  30.000   0.075   0.081   0.158
   0.475  30.000   0.073   0.079   0.154
   0.500  30.000   0.071   0.076   0.150
   0.525  30.000   0.069   0.074   0.146
   0.550  29.000   0.068   0.073   0.142
   0.575  26.000   0.067   0.071   0.140
   0.600  26.000   0.066   0.070   0.137
   0.625  27.000   0.066   0.069   0.136
   0.650  28.000   0.066   0.068   0.134
   0.675  26.000   0.066   0.067   0.133
   0.700  26.000   0.067   0.066   0.133
   0.725  22.000   0.067   0.066   0.133
   0.750  21.000   0.067   0.066   0.133
   0.775  21.000   0.068   0.066   0.133
   0.800  22.000   0.068   0.066   0.133
   0.825  23.000   0.067   0.067   0.134
   0.850  23.000   0.067   0.067   0.134
   0.875  23.000   0.067   0.068   0.135
   0.900  22.000   0.066   0.068   0.135
   0.925  22.000   0.066   0.069   0.136
   0.950  22.000   0.066   0.069   0.136
   0.975  22.000   0.065   0.070   0.137
   1.000  21.000   0.065   0.070   0.137
