  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  18.000   0.124   0.124   0.248
   0.025  17.000   0.122   0.125   0.248
   0.050  19.000   0.121   0.127   0.251
   0.075  19.000   0.122   0.130   0.255
   0.100  21.000   0.123   0.132   0.259
   0.125  21.000   0.124   0.134   0.262
   0.150  21.000   0.124   0.135   0.263
   0.175  21.000   0.124   0.135   0.263
   0.200  22.000   0.124   0.134   0.262
   0.225  23.000   0.123   0.133   0.260
   0.250  23.000   0.121   0.131   0.257
   0.275  23.000   0.119   0.129   0.253
   0.300  23.000   0.117   0.127   0.248
   0.325  23.000   0.115   0.124   0.243
   0.350  23.000   0.112   0.121   0.237
   0.375  23.000   0.110   0.118   0.232
   0.400  22.000   0.107   0.115   0.226
   0.425  21.000   0.105   0.112   0.220
   0.450  21.000   0.102   0.109   0.215
   0.475  21.000   0.100   0.106   0.209
   0.500  21.000   0.097   0.104   0.203
   0.525  21.000   0.095   0.101   0.198
   0.550  21.000   0.092   0.098   0.193
   0.575  21.000   0.090   0.096   0.188
   0.600  21.000   0.088   0.093   0.183
   0.625  21.000   0.085   0.091   0.179
   0.650  21.000   0.083   0.089   0.175
   0.675  21.000   0.081   0.087   0.170
   0.700  21.000   0.079   0.085   0.166
   0.725  22.000   0.077   0.083   0.163
   0.750  23.000   0.076   0.081   0.159
   0.775  23.000   0.074   0.080   0.156
   0.800  23.000   0.072   0.078   0.153
   0.825  23.000   0.071   0.077   0.150
   0.850  22.000   0.070   0.076   0.148
   0.875  21.000   0.068   0.074   0.145
   0.900  21.000   0.067   0.074   0.144
   0.925  21.000   0.067   0.073   0.142
   0.950  21.000   0.066   0.072   0.140
   0.975  20.000   0.065   0.071   0.139
   1.000  19.000   0.065   0.071   0.138
