  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   9.000   0.000   0.024   0.023   0.015   0.219   0.000   0.168
   0.025   9.000   0.000   0.021   0.022   0.016   0.212   0.000   0.165
   0.050   9.000   0.000   0.019   0.021   0.017   0.205   0.000   0.165
   0.075   9.000   0.000   0.017   0.020   0.017   0.199   0.000   0.167
   0.100   9.000   0.000   0.016   0.019   0.018   0.195   0.000   0.171
   0.125  10.000   0.000   0.015   0.019   0.019   0.191   0.000   0.175
   0.150  10.000   0.000   0.014   0.019   0.020   0.188   0.000   0.181
   0.175  10.000   0.000   0.014   0.019   0.021   0.186   0.000   0.187
   0.200  10.000   0.000   0.014   0.020   0.021   0.185   0.000   0.193
   0.225  10.000   0.000   0.014   0.020   0.022   0.184   0.000   0.201
   0.250  10.000   0.000   0.014   0.021   0.022   0.184   0.000   0.209
   0.275  10.000   0.000   0.014   0.022   0.023   0.185   0.000   0.217
   0.300  12.000   0.000   0.014   0.023   0.024   0.186   0.000   0.226
   0.325  12.000   0.000   0.014   0.024   0.024   0.187   0.000   0.235
   0.350  12.000   0.000   0.014   0.024   0.025   0.189   0.000   0.244
   0.375  12.000   0.000   0.014   0.025   0.026   0.191   0.000   0.253
   0.400  12.000   0.000   0.014   0.026   0.026   0.193   0.000   0.262
   0.425  12.000   0.000   0.014   0.027   0.027   0.195   0.000   0.271
   0.450  12.000   0.000   0.014   0.027   0.028   0.197   0.000   0.280
   0.475  12.000   0.000   0.014   0.028   0.029   0.199   0.000   0.289
   0.500  12.000   0.000   0.014   0.028   0.029   0.200   0.000   0.297
   0.525  12.000   0.000   0.013   0.028   0.030   0.202   0.000   0.305
   0.550  12.000   0.000   0.013   0.029   0.031   0.203   0.000   0.313
   0.575  12.000   0.000   0.012   0.029   0.032   0.205   0.000   0.320
   0.600  12.000   0.000   0.012   0.029   0.033   0.206   0.000   0.327
   0.625  12.000   0.000   0.012   0.029   0.034   0.207   0.000   0.334
   0.650  12.000   0.000   0.011   0.029   0.035   0.208   0.000   0.340
   0.675  12.000   0.000   0.011   0.029   0.036   0.209   0.000   0.346
   0.700  11.000   0.000   0.010   0.030   0.037   0.209   0.000   0.352
   0.725  11.000   0.000   0.010   0.030   0.037   0.210   0.000   0.357
   0.750  11.000   0.000   0.009   0.030   0.038   0.210   0.000   0.362
   0.775  11.000   0.000   0.009   0.030   0.040   0.211   0.000   0.367
   0.800  11.000   0.000   0.008   0.030   0.041   0.211   0.000   0.371
   0.825  11.000   0.000   0.008   0.030   0.042   0.211   0.000   0.375
   0.850  11.000   0.000   0.007   0.030   0.043   0.211   0.000   0.379
   0.875  11.000   0.000   0.007   0.030   0.044   0.211   0.000   0.382
   0.900  11.000   0.000   0.006   0.030   0.045   0.211   0.000   0.386
   0.925  11.000   0.000   0.006   0.030   0.046   0.210   0.000   0.386
   0.950  11.000   0.000   0.005   0.029   0.047   0.209   0.000   0.387
   0.975  11.000   0.000   0.005   0.029   0.048   0.208   0.000   0.387
   1.000  11.000   0.000   0.005   0.029   0.049   0.207   0.000   0.387
