  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.062   0.000   0.160   0.049   0.182   0.000   0.048
   0.025   6.000   0.059   0.000   0.159   0.051   0.183   0.000   0.045
   0.050   6.000   0.056   0.000   0.158   0.054   0.183   0.000   0.042
   0.075   6.000   0.053   0.000   0.159   0.058   0.183   0.000   0.039
   0.100   6.000   0.050   0.000   0.161   0.063   0.184   0.000   0.038
   0.125   6.000   0.047   0.000   0.164   0.069   0.186   0.000   0.036
   0.150   6.000   0.044   0.000   0.168   0.075   0.187   0.000   0.036
   0.175   6.000   0.041   0.000   0.171   0.082   0.188   0.000   0.035
   0.200   6.000   0.037   0.000   0.173   0.088   0.189   0.000   0.033
   0.225   6.000   0.033   0.000   0.175   0.092   0.192   0.000   0.031
   0.250   6.000   0.028   0.000   0.178   0.096   0.196   0.000   0.029
   0.275   6.000   0.024   0.000   0.180   0.098   0.203   0.000   0.026
   0.300   5.000   0.021   0.000   0.184   0.100   0.211   0.000   0.023
   0.325   4.000   0.017   0.000   0.188   0.102   0.220   0.000   0.021
   0.350   4.000   0.015   0.000   0.191   0.103   0.230   0.000   0.018
   0.375   4.000   0.012   0.001   0.195   0.103   0.241   0.000   0.016
   0.400   3.000   0.010   0.002   0.198   0.103   0.251   0.000   0.015
   0.425   3.000   0.008   0.003   0.200   0.102   0.260   0.000   0.015
   0.450   3.000   0.007   0.004   0.201   0.100   0.269   0.000   0.015
   0.475   3.000   0.006   0.006   0.201   0.098   0.278   0.000   0.016
   0.500   3.000   0.005   0.009   0.201   0.095   0.285   0.000   0.017
   0.525   3.000   0.004   0.012   0.199   0.092   0.292   0.000   0.020
   0.550   3.000   0.003   0.015   0.196   0.088   0.299   0.000   0.023
   0.575   4.000   0.003   0.018   0.193   0.085   0.304   0.000   0.027
   0.600   5.000   0.002   0.021   0.189   0.081   0.309   0.000   0.032
   0.625   5.000   0.002   0.024   0.185   0.077   0.313   0.000   0.038
   0.650   5.000   0.002   0.027   0.180   0.074   0.316   0.000   0.044
   0.675   6.000   0.001   0.029   0.176   0.070   0.319   0.000   0.050
   0.700   6.000   0.001   0.031   0.171   0.067   0.321   0.000   0.057
   0.725   6.000   0.001   0.033   0.166   0.064   0.322   0.000   0.064
   0.750   6.000   0.001   0.034   0.161   0.062   0.323   0.000   0.072
   0.775   6.000   0.001   0.036   0.156   0.059   0.324   0.000   0.080
   0.800   6.000   0.001   0.037   0.151   0.057   0.324   0.000   0.088
   0.825   6.000   0.001   0.037   0.146   0.055   0.324   0.000   0.097
   0.850   6.000   0.001   0.038   0.142   0.053   0.323   0.000   0.106
   0.875   6.000   0.001   0.038   0.137   0.052   0.322   0.000   0.114
   0.900   6.000   0.001   0.038   0.132   0.051   0.321   0.000   0.123
   0.925   6.000   0.001   0.038   0.128   0.049   0.320   0.000   0.132
   0.950   6.000   0.001   0.038   0.124   0.048   0.319   0.000   0.141
   0.975   7.000   0.000   0.037   0.119   0.047   0.317   0.000   0.150
   1.000   7.000   0.000   0.037   0.115   0.047   0.315   0.000   0.159
