  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   8.000   0.200   0.065   0.052   0.000   0.000   0.000   0.183
   0.025   8.000   0.193   0.063   0.051   0.000   0.000   0.000   0.179
   0.050   8.000   0.187   0.061   0.049   0.000   0.000   0.000   0.177
   0.075   8.000   0.182   0.059   0.047   0.000   0.000   0.000   0.177
   0.100   8.000   0.177   0.059   0.046   0.000   0.000   0.000   0.178
   0.125   8.000   0.174   0.058   0.044   0.000   0.000   0.000   0.180
   0.150   8.000   0.171   0.058   0.043   0.000   0.000   0.000   0.183
   0.175   8.000   0.169   0.058   0.042   0.000   0.000   0.000   0.187
   0.200   8.000   0.167   0.059   0.041   0.000   0.000   0.000   0.192
   0.225   8.000   0.167   0.059   0.041   0.000   0.000   0.000   0.198
   0.250   8.000   0.167   0.060   0.040   0.000   0.000   0.000   0.204
   0.275   8.000   0.167   0.060   0.040   0.000   0.000   0.000   0.211
   0.300   8.000   0.168   0.061   0.040   0.000   0.000   0.000   0.218
   0.325   8.000   0.170   0.062   0.041   0.000   0.000   0.000   0.225
   0.350   8.000   0.171   0.063   0.041   0.000   0.000   0.000   0.232
   0.375   8.000   0.174   0.064   0.041   0.000   0.000   0.000   0.239
   0.400   8.000   0.176   0.064   0.042   0.000   0.000   0.000   0.246
   0.425   8.000   0.179   0.065   0.043   0.000   0.000   0.000   0.253
   0.450   8.000   0.181   0.065   0.044   0.000   0.000   0.000   0.260
   0.475   8.000   0.184   0.066   0.045   0.000   0.000   0.000   0.266
   0.500   8.000   0.187   0.066   0.046   0.000   0.000   0.000   0.272
   0.525   8.000   0.189   0.066   0.047   0.000   0.000   0.000   0.278
   0.550   8.000   0.192   0.066   0.049   0.000   0.000   0.000   0.283
   0.575   8.000   0.195   0.065   0.050   0.000   0.000   0.000   0.288
   0.600   8.000   0.198   0.065   0.051   0.000   0.000   0.000   0.293
   0.625   8.000   0.200   0.064   0.053   0.000   0.000   0.000   0.298
   0.650   8.000   0.203   0.064   0.054   0.000   0.000   0.000   0.302
   0.675   8.000   0.205   0.063   0.056   0.000   0.000   0.000   0.306
   0.700   8.000   0.207   0.062   0.058   0.000   0.000   0.000   0.310
   0.725   8.000   0.209   0.061   0.059   0.000   0.000   0.000   0.314
   0.750   8.000   0.211   0.060   0.061   0.000   0.000   0.000   0.317
   0.775   8.000   0.213   0.058   0.063   0.000   0.000   0.000   0.320
   0.800   8.000   0.215   0.057   0.065   0.000   0.000   0.000   0.323
   0.825   8.000   0.217   0.056   0.067   0.000   0.000   0.000   0.326
   0.850   8.000   0.218   0.054   0.069   0.000   0.000   0.000   0.329
   0.875   8.000   0.220   0.053   0.071   0.000   0.000   0.000   0.331
   0.900   8.000   0.221   0.051   0.073   0.000   0.000   0.000   0.334
   0.925   8.000   0.222   0.049   0.076   0.000   0.000   0.000   0.336
   0.950   8.000   0.223   0.048   0.078   0.000   0.000   0.000   0.338
   0.975   8.000   0.223   0.046   0.080   0.000   0.000   0.000   0.339
   1.000   8.000   0.223   0.044   0.082   0.000   0.000   0.000   0.339
