  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   8.000   0.179   0.082   0.036   0.018   0.010   0.000   0.159
   0.025   8.000   0.173   0.081   0.034   0.018   0.007   0.000   0.160
   0.050   8.000   0.167   0.080   0.032   0.018   0.005   0.000   0.160
   0.075   8.000   0.163   0.079   0.031   0.019   0.004   0.000   0.161
   0.100   8.000   0.159   0.078   0.030   0.019   0.003   0.000   0.162
   0.125   8.000   0.157   0.077   0.030   0.019   0.003   0.000   0.164
   0.150   8.000   0.156   0.077   0.029   0.018   0.002   0.000   0.167
   0.175   8.000   0.155   0.077   0.029   0.018   0.002   0.000   0.172
   0.200   8.000   0.155   0.078   0.029   0.017   0.002   0.000   0.177
   0.225   8.000   0.156   0.079   0.029   0.017   0.001   0.000   0.183
   0.250   8.000   0.157   0.080   0.029   0.016   0.001   0.000   0.189
   0.275   8.000   0.159   0.081   0.029   0.015   0.001   0.000   0.196
   0.300   8.000   0.161   0.083   0.029   0.014   0.001   0.000   0.204
   0.325   8.000   0.164   0.085   0.029   0.013   0.001   0.000   0.211
   0.350   8.000   0.166   0.087   0.030   0.012   0.001   0.000   0.219
   0.375   8.000   0.169   0.090   0.030   0.010   0.000   0.000   0.227
   0.400   8.000   0.171   0.092   0.030   0.009   0.000   0.000   0.235
   0.425   7.000   0.174   0.095   0.030   0.008   0.000   0.000   0.242
   0.450   7.000   0.176   0.098   0.030   0.007   0.000   0.000   0.249
   0.475   7.000   0.178   0.101   0.030   0.006   0.000   0.000   0.256
   0.500   7.000   0.180   0.104   0.030   0.005   0.000   0.000   0.263
   0.525   7.000   0.182   0.107   0.029   0.004   0.000   0.000   0.269
   0.550   9.000   0.184   0.110   0.029   0.003   0.000   0.000   0.275
   0.575   9.000   0.185   0.113   0.029   0.002   0.000   0.000   0.280
   0.600   9.000   0.187   0.116   0.028   0.002   0.000   0.000   0.285
   0.625   9.000   0.188   0.119   0.028   0.001   0.000   0.000   0.290
   0.650   9.000   0.189   0.122   0.028   0.001   0.000   0.000   0.294
   0.675   9.000   0.189   0.125   0.027   0.001   0.000   0.000   0.298
   0.700   9.000   0.190   0.128   0.027   0.001   0.000   0.000   0.302
   0.725   9.000   0.190   0.131   0.026   0.000   0.000   0.000   0.305
   0.750   9.000   0.191   0.134   0.026   0.000   0.000   0.000   0.309
   0.775   9.000   0.191   0.136   0.026   0.000   0.000   0.000   0.312
   0.800   9.000   0.191   0.139   0.025   0.000   0.000   0.000   0.314
   0.825   9.000   0.191   0.141   0.025   0.000   0.000   0.000   0.317
   0.850   9.000   0.191   0.144   0.024   0.000   0.000   0.000   0.319
   0.875   9.000   0.191   0.146   0.024   0.000   0.000   0.000   0.322
   0.900   9.000   0.191   0.148   0.023   0.000   0.000   0.000   0.324
   0.925   9.000   0.190   0.151   0.023   0.000   0.000   0.000   0.326
   0.950   9.000   0.190   0.153   0.023   0.000   0.000   0.000   0.328
   0.975   9.000   0.189   0.154   0.022   0.000   0.000   0.000   0.328
   1.000   9.000   0.188   0.156   0.022   0.000   0.000   0.000   0.328
